1C2H2O2Ti3-1-2--1_0_0_-1-Iz--0.33_-0.67,0.0,0.0
1C2H2O2Ti3-1-2--1_0_0_-1-Iz--0.67_-0.33,0.0,0.0
1C2H2O2Ti3-1-2-1_0_0_1--0.67_-0.33,0.0,0.0
1C2F2Y3-1-2--1_0_0_-1-Iz-0.5_0,0.0,0.0
1C2O2Nb3-1-2--1_0_0_-1-Iz--0.33_-0.67,0.0,0.0
1C2O2Nb3-1-2--1_0_0_-1-Iz--0.67_-0.33,0.0,0.0
1C2O2Nb3-1-2-1_0_0_1--0.67_-0.33,0.0,0.0
1C2O2Ta3-1-2--1_0_0_-1-Iz--0.33_-0.67,0.0,0.0
1C2O2Ta3-1-2--1_0_0_-1-Iz--0.67_-0.33,0.0,0.0
1C2O2Ta3-1-2-1_0_0_1--0.67_-0.33,0.0,0.0
1C2O2Ti3-1-2--1_0_0_-1-Iz--0.33_-0.67,0.0,0.0
1C2O2Ti3-1-2--1_0_0_-1-Iz--0.67_-0.33,0.0,0.0
1C2O2Ti3-1-2-1_0_0_1--0.67_-0.33,0.0,0.0
1F2N2Y3-1-2--1_0_0_-1-Iz--0.33_-0.67,0.0,0.0
1F2N2Y3-1-2-1_0_0_1--0.67_-0.33,0.0,0.0
1N2O2Hf3-1-2--1_0_0_-1-Iz--0.33_-0.67,0.208,0.319780037
1N2O2Hf3-1-2--1_0_0_-1-Iz--0.67_-0.33,0.285,0.319780037
1N2O2Hf3-1-2-1_0_0_1--0.67_-0.33,0.209,0.319780037
1N2O2Ti3-1-2--1_0_0_-1-Iz--0.33_-0.67,0.0,0.0
1N2O2Ti3-1-2--1_0_0_-1-Iz--0.67_-0.33,0.0,0.0
1N2O2Ti3-1-2-1_0_0_1--0.67_-0.33,0.0,0.0
1N2O2Ti3-1-2-1_0_0_1-0_0,0.0,0.0
1N2O2V3-1-2--1_0_0_-1-Iz--0.33_-0.67,0.0,0.0
1N2O2V3-1-2--1_0_0_-1-Iz--0.67_-0.33,0.0,0.0
1N2O2V3-1-2-1_0_0_1--0.67_-0.33,0.0,0.0
1Al2Mg2Se5-1-2--1_0_0_-1--0.33_-0.67,1.0,1.113907419
1Al2Mg2Se5-1-2--1_0_0_-1-0_0,1.015,1.113907419
1Al2Mg2Se5-1-2-1_0_0_1--0.33_-0.67,0.988,1.113907419
1Al2Mg2Se5-1-2-1_0_0_1--0.67_-0.33,1.017,1.113907419
1Al2Mg2Se5-1-2-1_0_0_1-0_0,1.019,1.113907419
1Ga2Mn2S5-1-2--1_0_0_-1-0_-1.0,0.17,0.0
1Ga2Mn2S5-1-2-1_0_0_1--0.67_-0.33,0.159,0.0
1Ga2Mn2S5-1-2-1_0_0_1--1.0_0,0.184,0.0
1Bi2S3-1-2--1_0_0_-1--0.32_0.78,0.192,0.469992577
1Bi2S3-1-2--1_0_0_-1--0.65_0.12,0.321,0.469992577
1Bi2S3-1-2--1_0_0_-1-0.29_0.58,0.218,0.469992577
1Bi2S3-1-2--1_0_0_-1-0.5_0,0.311,0.469992577
1Bi2S3-1-2--1_0_0_-1-Iz-0.5_0,0.242,0.469992577
1Bi2S3-1-2-0_1_1_0-Iz-0.29_0.58,0.216,0.469992577
1Bi2S3-1-2-1_0_0_1--0.33_0.33,0.319,0.469992577
1Bi2S3-1-2-1_0_0_1-0.33_0.67,0.183,0.469992577
1Bi2S3-1-2-1_0_0_1-0.5_0,0.289,0.469992577
1Bi2S3-1-2-1_0_0_1-0.79_0.58,0.309,0.469992577
1Bi2S3-1-2-1_0_0_1-0_0,0.242,0.469992577
1C2Y3-1-2--1_0_0_-1-Iz--0.33_-0.67,0.0,0.0
1C2Y3-1-2--1_0_0_-1-Iz--0.67_-0.33,0.0,0.0
1C2Y3-1-2--1_0_0_-1-Iz-0_0,0.0,0.0
1C2Y3-1-2-1_0_0_1--0.67_-0.33,0.0,0.0
1C2Y3-1-2-1_0_0_1-0_0,0.0,0.0
1Sb2Se3-1-2--1_0_0_-1--0.33_0.72,0.221,0.421131925
1Sb2Se3-1-2--1_0_0_-1--0.66_0.06,0.269,0.421131925
1Sb2Se3-1-2--1_0_0_-1-0.29_0.58,0.208,0.421131925
1Sb2Se3-1-2--1_0_0_-1-0.5_0,0.26,0.421131925
1Sb2Se3-1-2--1_0_0_-1-Iz-0.5_0,0.242,0.421131925
1Sb2Se3-1-2-0_1_1_0-Iz-0.29_0.58,0.214,0.421131925
1Sb2Se3-1-2-1_0_0_1--0.33_0.33,0.27,0.421131925
1Sb2Se3-1-2-1_0_0_1-0.33_0.67,0.195,0.421131925
1Sb2Se3-1-2-1_0_0_1-0.5_0,0.242,0.421131925
1Sb2Se3-1-2-1_0_0_1-0.79_0.58,0.26,0.421131925
1Sb2Se3-1-2-1_0_0_1-0_0,0.262,0.421131925
1Sb2Se3-1-2-1_0_0_1-Iz-0.79_0.58,0.218,0.421131925
1Sb2Te3-1-2--1_0_0_-1--0.03_-0.36,0.185,0.337208884
1Sb2Te3-1-2--1_0_0_-1-0.5_0,0.104,0.337208884
1Sb2Te3-1-2--1_0_0_-1-0.64_-0.03,0.119,0.337208884
1Sb2Te3-1-2--1_0_0_-1-0.79_0.58,0.171,0.337208884
1Sb2Te3-1-2--1_0_0_-1-Iz-0.29_0.58,0.148,0.337208884
1Sb2Te3-1-2--1_0_0_-1-Iz-0.79_0.58,0.163,0.337208884
1Sb2Te3-1-2--1_1_0_1-Iz-0.5_0,0.12,0.337208884
1Sb2Te3-1-2-1_0_0_1-0.33_-0.33,0.181,0.337208884
1Sb2Te3-1-2-1_0_0_1-0.5_0,0.139,0.337208884
1Sb2Te3-1-2-1_0_0_1-0.67_0.33,0.053,0.337208884
1Sb2Te3-1-2-1_0_0_1-0.79_0.58,0.082,0.337208884
1Sb2Te3-1-2-1_0_0_1-0_0,0.167,0.337208884
1Sb2Te3-1-2-1_0_0_1-Iz-0.5_0,0.095,0.337208884
2As2O3-1-2--1_0_0_-1-Iz--0.09_-0.69,4.016,4.256006969
2As2O3-1-2--1_0_0_-1-Iz--0.11_-0.39,3.987,4.256006969
2As2O3-1-2--1_0_0_-1-Iz--0.46_0.4,4.053,4.256006969
2As2O3-1-2--1_0_0_-1-Iz--0.49_-0.29,3.943,4.256006969
2As2O3-1-2--1_0_0_-1-Iz--0.49_-0.48,4.024,4.256006969
2As2O3-1-2--1_0_0_-1-Iz--0.59_-0.19,4.089,4.256006969
2As2O3-1-2--1_0_0_-1-Iz--0.61_-0.89,4.141,4.256006969
2As2O3-1-2--1_0_0_-1-Iz--0.96_-0.1,4.033,4.256006969
2As2O3-1-2--1_0_0_-1-Iz--0.99_-0.98,4.055,4.256006969
2As2O3-1-2--1_0_0_-1-Iz-0.27_-0.29,4.001,4.256006969
2As2O3-1-2--1_0_0_-1-Iz-0.29_0.41,4.066,4.256006969
2As2O3-1-2--1_0_0_-1-Iz-0.47_0.36,4.054,4.256006969
