Unique ID,Monolayer (C2DB),Interlayer distance,Formula,Binding energy,Slide stability,mat_link,Magnetic,2D Bravais type,Band gap,COD id of parent bulk structure,ICSD id of parent bulk structure,Inversion symmetry,Layer group,Layer group number,Number of atoms,Monolayer ID,Number of layers,Number of species,Point group,Reduced formula,Stoichiometry,Structure origin,Thickness,Unit cell area,param1,param2,param3,param4,paramIz,param5,param6,Monolayer band gap,mat_name,stable,mono_name,param7
Mo2Te4-f99d8d7ed8f1-2--1_0_0_-1-0_0.5,Mo2Te4-f99d8d7ed8f1,3.329,Mo4Te8,19.7,Unverified,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2--1_0_0_-1-0_0.5,No,,0.0,2310356.0,,No,pm2a,31,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.582,21.981,-1,0,0,-1,0,1.0,0.0,0.0,2MoTe2-1-2--1_0_0_-1-0_0.5,2,Mo2Te4-f99d8d7ed8f1,0.5
Mo2Te4-f99d8d7ed8f1-2-1_0_0_1--0.5_-0.36,Mo2Te4-f99d8d7ed8f1,3.479,Mo4Te8,18.472,Unverified,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2-1_0_0_1--0.5_-0.36,No,,0.0,2310356.0,,Yes,p2/m11,14,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.733,21.981,1,0,0,1,0,1.0,-0.5,0.0,2MoTe2-1-2-1_0_0_1--0.5_-0.36,2,Mo2Te4-f99d8d7ed8f1,-0.36
Mo2Te4-f99d8d7ed8f1-2-1_0_0_1--0.5_-0.74,Mo2Te4-f99d8d7ed8f1,2.965,Mo4Te8,25.984,Stable,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2-1_0_0_1--0.5_-0.74,No,,0.0,2310356.0,,Yes,p2/m11,14,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.219,21.981,1,0,0,1,0,1.0,-0.5,0.0,2MoTe2-1-2-1_0_0_1--0.5_-0.74,1,Mo2Te4-f99d8d7ed8f1,-0.74
Mo2Te4-f99d8d7ed8f1-2-1_0_0_1--0.5_-0.75,Mo2Te4-f99d8d7ed8f1,2.967,Mo4Te8,25.965,Unstable,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2-1_0_0_1--0.5_-0.75,No,,0.0,2310356.0,,Yes,p2/m11,14,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.22,21.981,1,0,0,1,0,1.0,-0.5,0.0,2MoTe2-1-2-1_0_0_1--0.5_-0.75,0,Mo2Te4-f99d8d7ed8f1,-0.75
Mo2Te4-f99d8d7ed8f1-2-1_0_0_1-0.5_-0.51,Mo2Te4-f99d8d7ed8f1,2.994,Mo4Te8,24.591,Unstable,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2-1_0_0_1-0.5_-0.51,No,,0.0,2310356.0,,Yes,p2/m11,14,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.248,21.981,1,0,0,1,0,1.0,0.5,0.0,2MoTe2-1-2-1_0_0_1-0.5_-0.51,0,Mo2Te4-f99d8d7ed8f1,-0.51
Mo2Te4-f99d8d7ed8f1-2-1_0_0_1-0.5_0.1,Mo2Te4-f99d8d7ed8f1,3.217,Mo4Te8,21.816,Unverified,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2-1_0_0_1-0.5_0.1,No,,0.0,2310356.0,,Yes,p2/m11,14,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.471,21.981,1,0,0,1,0,1.0,0.5,0.0,2MoTe2-1-2-1_0_0_1-0.5_0.1,2,Mo2Te4-f99d8d7ed8f1,0.1
Mo2Te4-f99d8d7ed8f1-2-1_0_0_1-0.5_0.36,Mo2Te4-f99d8d7ed8f1,2.978,Mo4Te8,25.807,Unstable,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2-1_0_0_1-0.5_0.36,No,,0.0,2310356.0,,Yes,p2/m11,14,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.232,21.981,1,0,0,1,0,1.0,0.5,0.0,2MoTe2-1-2-1_0_0_1-0.5_0.36,0,Mo2Te4-f99d8d7ed8f1,0.36
Mo2Te4-f99d8d7ed8f1-2-1_0_0_1-0_-0.26,Mo2Te4-f99d8d7ed8f1,3.234,Mo4Te8,21.084,Unverified,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2-1_0_0_1-0_-0.26,No,,0.0,2310356.0,,Yes,p2_1/m11,15,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.488,21.981,1,0,0,1,0,1.0,0.0,0.0,2MoTe2-1-2-1_0_0_1-0_-0.26,2,Mo2Te4-f99d8d7ed8f1,-0.26
Mo2Te4-f99d8d7ed8f1-2-1_0_0_1-0_-0.39,Mo2Te4-f99d8d7ed8f1,3.061,Mo4Te8,24.002,Unstable,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2-1_0_0_1-0_-0.39,No,,0.0,2310356.0,,Yes,p2_1/m11,15,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.315,21.981,1,0,0,1,0,1.0,0.0,0.0,2MoTe2-1-2-1_0_0_1-0_-0.39,0,Mo2Te4-f99d8d7ed8f1,-0.39
Mo2Te4-f99d8d7ed8f1-2-1_0_0_1-0_-0.41,Mo2Te4-f99d8d7ed8f1,3.068,Mo4Te8,24.057,Stable,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2-1_0_0_1-0_-0.41,No,,0.0,2310356.0,,Yes,p2_1/m11,15,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.322,21.981,1,0,0,1,0,1.0,0.0,0.0,2MoTe2-1-2-1_0_0_1-0_-0.41,1,Mo2Te4-f99d8d7ed8f1,-0.41
Mo2Te4-f99d8d7ed8f1-2-1_0_0_1-0_-0.61,Mo2Te4-f99d8d7ed8f1,3.429,Mo4Te8,20.271,Unverified,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2-1_0_0_1-0_-0.61,No,,0.0,2310356.0,,Yes,p2_1/m11,15,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.683,21.981,1,0,0,1,0,1.0,0.0,0.0,2MoTe2-1-2-1_0_0_1-0_-0.61,2,Mo2Te4-f99d8d7ed8f1,-0.61
Mo2Te4-f99d8d7ed8f1-2-1_0_0_1-0_0.26,Mo2Te4-f99d8d7ed8f1,3.418,Mo4Te8,20.339,Unverified,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2-1_0_0_1-0_0.26,No,,0.0,2310356.0,,Yes,p2_1/m11,15,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.671,21.981,1,0,0,1,0,1.0,0.0,0.0,2MoTe2-1-2-1_0_0_1-0_0.26,2,Mo2Te4-f99d8d7ed8f1,0.26
Mo2Te4-f99d8d7ed8f1-2-1_0_0_1-0_0.5,Mo2Te4-f99d8d7ed8f1,3.234,Mo4Te8,22.591,Unverified,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2-1_0_0_1-0_0.5,No,,0.0,2310356.0,,Yes,p2_1/m11,15,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.488,21.981,1,0,0,1,0,1.0,0.0,0.0,2MoTe2-1-2-1_0_0_1-0_0.5,2,Mo2Te4-f99d8d7ed8f1,0.5
Mo2Te4-f99d8d7ed8f1-2-1_0_0_1-0_0,Mo2Te4-f99d8d7ed8f1,3.167,Mo4Te8,21.567,Unverified,https://bidb.fysik.dtu.dk/material/2MoTe2-1-2-1_0_0_1-0_0,No,,0.0,2310356.0,,Yes,p2_1/m11,15,12,Mo2Te4-f99d8d7ed8f1,2,2,,MoTe2,AB2,original24,11.421,21.981,1,0,0,1,0,1.0,0.0,0.0,2MoTe2-1-2-1_0_0_1-0_0,2,Mo2Te4-f99d8d7ed8f1,0.0
Ti2Cl4-66087709613c-2--1_0_0_-1--0.5_-0.11,Ti2Cl4-66087709613c,2.811,Ti4Cl8,16.417,Stable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2--1_0_0_-1--0.5_-0.11,No,,0.258,9009121.0,,No,pm11,11,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.865,19.216,-1,0,0,-1,0,1.0,-0.5,0.324577465,2TiCl2-1-2--1_0_0_-1--0.5_-0.11,1,Ti2Cl4-66087709613c,-0.11
Ti2Cl4-66087709613c-2--1_0_0_-1--0.5_-0.78,Ti2Cl4-66087709613c,2.918,Ti4Cl8,15.28,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2--1_0_0_-1--0.5_-0.78,No,,0.256,9009121.0,,No,pm11,11,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.972,19.216,-1,0,0,-1,0,1.0,-0.5,0.324577465,2TiCl2-1-2--1_0_0_-1--0.5_-0.78,0,Ti2Cl4-66087709613c,-0.78
Ti2Cl4-66087709613c-2--1_0_0_-1-0.5_0,Ti2Cl4-66087709613c,2.842,Ti4Cl8,16.173,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2--1_0_0_-1-0.5_0,No,,0.263,9009121.0,,No,pm2_1b,28,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.896,19.216,-1,0,0,-1,0,1.0,0.5,0.324577465,2TiCl2-1-2--1_0_0_-1-0.5_0,0,Ti2Cl4-66087709613c,0.0
Ti2Cl4-66087709613c-2--1_0_0_-1-0_-0.26,Ti2Cl4-66087709613c,2.877,Ti4Cl8,15.711,Stable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2--1_0_0_-1-0_-0.26,No,,0.259,9009121.0,,No,pm11,11,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.931,19.216,-1,0,0,-1,0,1.0,0.0,0.324577465,2TiCl2-1-2--1_0_0_-1-0_-0.26,1,Ti2Cl4-66087709613c,-0.26
Ti2Cl4-66087709613c-2--1_0_0_-1-0_-0.28,Ti2Cl4-66087709613c,2.883,Ti4Cl8,15.665,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2--1_0_0_-1-0_-0.28,No,,0.257,9009121.0,,No,pm11,11,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.936,19.216,-1,0,0,-1,0,1.0,0.0,0.324577465,2TiCl2-1-2--1_0_0_-1-0_-0.28,0,Ti2Cl4-66087709613c,-0.28
Ti2Cl4-66087709613c-2--1_0_0_-1-0_-0.61,Ti2Cl4-66087709613c,3.01,Ti4Cl8,14.425,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2--1_0_0_-1-0_-0.61,No,,0.258,9009121.0,,No,pm11,11,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,10.064,19.216,-1,0,0,-1,0,1.0,0.0,0.324577465,2TiCl2-1-2--1_0_0_-1-0_-0.61,0,Ti2Cl4-66087709613c,-0.61
Ti2Cl4-66087709613c-2--1_0_0_-1-0_-0.89,Ti2Cl4-66087709613c,3.066,Ti4Cl8,14.3,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2--1_0_0_-1-0_-0.89,No,,0.259,9009121.0,,No,pm11,11,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,10.12,19.216,-1,0,0,-1,0,1.0,0.0,0.324577465,2TiCl2-1-2--1_0_0_-1-0_-0.89,0,Ti2Cl4-66087709613c,-0.89
Ti2Cl4-66087709613c-2--1_0_0_-1-0_0.5,Ti2Cl4-66087709613c,3.087,Ti4Cl8,13.802,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2--1_0_0_-1-0_0.5,No,,0.259,9009121.0,,No,pm2a,31,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,10.14,19.216,-1,0,0,-1,0,1.0,0.0,0.324577465,2TiCl2-1-2--1_0_0_-1-0_0.5,0,Ti2Cl4-66087709613c,0.5
Ti2Cl4-66087709613c-2--1_0_0_-1-0_0,Ti2Cl4-66087709613c,3.138,Ti4Cl8,13.753,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2--1_0_0_-1-0_0,No,,0.262,9009121.0,,No,pm2_1n,32,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,10.191,19.216,-1,0,0,-1,0,1.0,0.0,0.324577465,2TiCl2-1-2--1_0_0_-1-0_0,0,Ti2Cl4-66087709613c,0.0
Ti2Cl4-66087709613c-2-1_0_0_1--0.5_-0.11,Ti2Cl4-66087709613c,3.367,Ti4Cl8,11.456,Unverified,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1--0.5_-0.11,No,,0.256,9009121.0,,Yes,p2/m11,14,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,10.421,19.216,1,0,0,1,0,1.0,-0.5,0.324577465,2TiCl2-1-2-1_0_0_1--0.5_-0.11,2,Ti2Cl4-66087709613c,-0.11
Ti2Cl4-66087709613c-2-1_0_0_1--0.5_-0.39,Ti2Cl4-66087709613c,3.082,Ti4Cl8,13.923,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1--0.5_-0.39,No,,0.255,9009121.0,,Yes,p2/m11,14,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,10.135,19.216,1,0,0,1,0,1.0,-0.5,0.324577465,2TiCl2-1-2-1_0_0_1--0.5_-0.39,0,Ti2Cl4-66087709613c,-0.39
Ti2Cl4-66087709613c-2-1_0_0_1--0.5_-0.78,Ti2Cl4-66087709613c,2.822,Ti4Cl8,16.31,Stable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1--0.5_-0.78,No,,0.264,9009121.0,,Yes,p2/m11,14,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.875,19.216,1,0,0,1,0,1.0,-0.5,0.324577465,2TiCl2-1-2-1_0_0_1--0.5_-0.78,1,Ti2Cl4-66087709613c,-0.78
Ti2Cl4-66087709613c-2-1_0_0_1-0.5_-0.5,Ti2Cl4-66087709613c,2.827,Ti4Cl8,16.149,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1-0.5_-0.5,No,,0.254,9009121.0,,Yes,p2/m11,14,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.88,19.216,1,0,0,1,0,1.0,0.5,0.324577465,2TiCl2-1-2-1_0_0_1-0.5_-0.5,0,Ti2Cl4-66087709613c,-0.5
Ti2Cl4-66087709613c-2-1_0_0_1-0.5_-0.54,Ti2Cl4-66087709613c,2.81,Ti4Cl8,16.426,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1-0.5_-0.54,No,,0.257,9009121.0,,Yes,p2/m11,14,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.864,19.216,1,0,0,1,0,1.0,0.5,0.324577465,2TiCl2-1-2-1_0_0_1-0.5_-0.54,0,Ti2Cl4-66087709613c,-0.54
Ti2Cl4-66087709613c-2-1_0_0_1-0.5_-0.55,Ti2Cl4-66087709613c,2.808,Ti4Cl8,16.44,Stable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1-0.5_-0.55,No,,0.258,9009121.0,,Yes,p2/m11,14,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.861,19.216,1,0,0,1,0,1.0,0.5,0.324577465,2TiCl2-1-2-1_0_0_1-0.5_-0.55,1,Ti2Cl4-66087709613c,-0.55
Ti2Cl4-66087709613c-2-1_0_0_1-0.5_0.11,Ti2Cl4-66087709613c,2.934,Ti4Cl8,15.113,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1-0.5_0.11,No,,0.264,9009121.0,,Yes,p2/m11,14,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.987,19.216,1,0,0,1,0,1.0,0.5,0.324577465,2TiCl2-1-2-1_0_0_1-0.5_0.11,0,Ti2Cl4-66087709613c,0.11
Ti2Cl4-66087709613c-2-1_0_0_1-0.5_0.39,Ti2Cl4-66087709613c,2.827,Ti4Cl8,16.306,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1-0.5_0.39,No,,0.258,9009121.0,,Yes,p2/m11,14,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.88,19.216,1,0,0,1,0,1.0,0.5,0.324577465,2TiCl2-1-2-1_0_0_1-0.5_0.39,0,Ti2Cl4-66087709613c,0.39
Ti2Cl4-66087709613c-2-1_0_0_1-0.5_0,Ti2Cl4-66087709613c,3.209,Ti4Cl8,12.673,Unverified,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1-0.5_0,No,,0.26,9009121.0,,Yes,p2/m11,14,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,10.263,19.216,1,0,0,1,0,1.0,0.5,0.324577465,2TiCl2-1-2-1_0_0_1-0.5_0,2,Ti2Cl4-66087709613c,0.0
Ti2Cl4-66087709613c-2-1_0_0_1-0_-0.28,Ti2Cl4-66087709613c,3.01,Ti4Cl8,14.448,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1-0_-0.28,No,,0.256,9009121.0,,Yes,p2_1/m11,15,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,10.064,19.216,1,0,0,1,0,1.0,0.0,0.324577465,2TiCl2-1-2-1_0_0_1-0_-0.28,0,Ti2Cl4-66087709613c,-0.28
Ti2Cl4-66087709613c-2-1_0_0_1-0_-0.39,Ti2Cl4-66087709613c,2.888,Ti4Cl8,15.624,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1-0_-0.39,No,,0.257,9009121.0,,Yes,p2_1/m11,15,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.942,19.216,1,0,0,1,0,1.0,0.0,0.324577465,2TiCl2-1-2-1_0_0_1-0_-0.39,0,Ti2Cl4-66087709613c,-0.39
Ti2Cl4-66087709613c-2-1_0_0_1-0_-0.41,Ti2Cl4-66087709613c,2.889,Ti4Cl8,15.686,Stable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1-0_-0.41,No,,0.259,9009121.0,,Yes,p2_1/m11,15,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.942,19.216,1,0,0,1,0,1.0,0.0,0.324577465,2TiCl2-1-2-1_0_0_1-0_-0.41,1,Ti2Cl4-66087709613c,-0.41
Ti2Cl4-66087709613c-2-1_0_0_1-0_-0.61,Ti2Cl4-66087709613c,3.112,Ti4Cl8,13.953,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1-0_-0.61,No,,0.258,9009121.0,,Yes,p2_1/m11,15,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,10.166,19.216,1,0,0,1,0,1.0,0.0,0.324577465,2TiCl2-1-2-1_0_0_1-0_-0.61,0,Ti2Cl4-66087709613c,-0.61
Ti2Cl4-66087709613c-2-1_0_0_1-0_0.28,Ti2Cl4-66087709613c,3.122,Ti4Cl8,13.875,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1-0_0.28,No,,0.26,9009121.0,,Yes,p2_1/m11,15,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,10.176,19.216,1,0,0,1,0,1.0,0.0,0.324577465,2TiCl2-1-2-1_0_0_1-0_0.28,0,Ti2Cl4-66087709613c,0.28
Ti2Cl4-66087709613c-2-1_0_0_1-0_0.5,Ti2Cl4-66087709613c,2.98,Ti4Cl8,15.003,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1-0_0.5,No,,0.257,9009121.0,,Yes,p2_1/m11,15,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,10.033,19.216,1,0,0,1,0,1.0,0.0,0.324577465,2TiCl2-1-2-1_0_0_1-0_0.5,0,Ti2Cl4-66087709613c,0.5
Ti2Cl4-66087709613c-2-1_0_0_1-0_0,Ti2Cl4-66087709613c,2.924,Ti4Cl8,15.113,Unstable,https://bidb.fysik.dtu.dk/material/2TiCl2-1-2-1_0_0_1-0_0,No,,0.249,9009121.0,,Yes,p2_1/m11,15,12,Ti2Cl4-66087709613c,2,2,,TiCl2,AB2,original24,9.977,19.216,1,0,0,1,0,1.0,0.0,0.324577465,2TiCl2-1-2-1_0_0_1-0_0,0,Ti2Cl4-66087709613c,0.0
Ti2O4-312489eced4d-2--1_0_0_-1--0.5_-0.5,Ti2O4-312489eced4d,2.992,Ti4O8,17.998,Unverified,https://bidb.fysik.dtu.dk/material/2TiO2-1-2--1_0_0_-1--0.5_-0.5,No,,2.728,,,No,pm2m,27,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.949,15.551,-1,0,0,-1,0,1.0,-0.5,2.854857825,2TiO2-1-2--1_0_0_-1--0.5_-0.5,2,Ti2O4-312489eced4d,-0.5
Ti2O4-312489eced4d-2--1_0_0_-1--0.5_-0.83,Ti2O4-312489eced4d,2.572,Ti4O8,25.244,Unstable,https://bidb.fysik.dtu.dk/material/2TiO2-1-2--1_0_0_-1--0.5_-0.83,No,,2.754,,,No,pm11,11,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.529,15.551,-1,0,0,-1,0,1.0,-0.5,2.854857825,2TiO2-1-2--1_0_0_-1--0.5_-0.83,0,Ti2O4-312489eced4d,-0.83
Ti2O4-312489eced4d-2--1_0_0_-1--0.5_-0.85,Ti2O4-312489eced4d,2.572,Ti4O8,25.302,Stable,https://bidb.fysik.dtu.dk/material/2TiO2-1-2--1_0_0_-1--0.5_-0.85,No,,2.749,,,No,pm11,11,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.529,15.551,-1,0,0,-1,0,1.0,-0.5,2.854857825,2TiO2-1-2--1_0_0_-1--0.5_-0.85,1,Ti2O4-312489eced4d,-0.85
Ti2O4-312489eced4d-2--1_0_0_-1-0.5_0,Ti2O4-312489eced4d,2.634,Ti4O8,24.392,Unstable,https://bidb.fysik.dtu.dk/material/2TiO2-1-2--1_0_0_-1-0.5_0,No,,2.762,,,No,pm2_1b,28,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.592,15.551,-1,0,0,-1,0,1.0,0.5,2.854857825,2TiO2-1-2--1_0_0_-1-0.5_0,0,Ti2O4-312489eced4d,0.0
Ti2O4-312489eced4d-2--1_0_0_-1-0_-0.66,Ti2O4-312489eced4d,2.588,Ti4O8,24.699,Unstable,https://bidb.fysik.dtu.dk/material/2TiO2-1-2--1_0_0_-1-0_-0.66,No,,2.724,,,No,pm11,11,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.545,15.551,-1,0,0,-1,0,1.0,0.0,2.854857825,2TiO2-1-2--1_0_0_-1-0_-0.66,0,Ti2O4-312489eced4d,-0.66
Ti2O4-312489eced4d-2--1_0_0_-1-0_-0.68,Ti2O4-312489eced4d,2.587,Ti4O8,24.755,Stable,https://bidb.fysik.dtu.dk/material/2TiO2-1-2--1_0_0_-1-0_-0.68,No,,2.741,,,No,pm11,11,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.545,15.551,-1,0,0,-1,0,1.0,0.0,2.854857825,2TiO2-1-2--1_0_0_-1-0_-0.68,1,Ti2O4-312489eced4d,-0.68
Ti2O4-312489eced4d-2--1_0_0_-1-0_-0.99,Ti2O4-312489eced4d,2.961,Ti4O8,19.043,Unverified,https://bidb.fysik.dtu.dk/material/2TiO2-1-2--1_0_0_-1-0_-0.99,No,,2.775,,,No,pm11,11,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.918,15.551,-1,0,0,-1,0,1.0,0.0,2.854857825,2TiO2-1-2--1_0_0_-1-0_-0.99,2,Ti2O4-312489eced4d,-0.99
Ti2O4-312489eced4d-2-1_0_0_1--0.5_-0.16,Ti2O4-312489eced4d,2.961,Ti4O8,18.968,Unverified,https://bidb.fysik.dtu.dk/material/2TiO2-1-2-1_0_0_1--0.5_-0.16,No,,2.727,,,Yes,p2/m11,14,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.918,15.551,1,0,0,1,0,1.0,-0.5,2.854857825,2TiO2-1-2-1_0_0_1--0.5_-0.16,2,Ti2O4-312489eced4d,-0.16
Ti2O4-312489eced4d-2-1_0_0_1--0.5_-0.49,Ti2O4-312489eced4d,2.681,Ti4O8,22.507,Unverified,https://bidb.fysik.dtu.dk/material/2TiO2-1-2-1_0_0_1--0.5_-0.49,No,,2.809,,,Yes,p2/m11,14,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.638,15.551,1,0,0,1,0,1.0,-0.5,2.854857825,2TiO2-1-2-1_0_0_1--0.5_-0.49,2,Ti2O4-312489eced4d,-0.49
Ti2O4-312489eced4d-2-1_0_0_1--0.5_-0.83,Ti2O4-312489eced4d,2.549,Ti4O8,26.031,Unstable,https://bidb.fysik.dtu.dk/material/2TiO2-1-2-1_0_0_1--0.5_-0.83,No,,2.794,,,Yes,p2/m11,14,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.506,15.551,1,0,0,1,0,1.0,-0.5,2.854857825,2TiO2-1-2-1_0_0_1--0.5_-0.83,0,Ti2O4-312489eced4d,-0.83
Ti2O4-312489eced4d-2-1_0_0_1--0.5_-0.85,Ti2O4-312489eced4d,2.545,Ti4O8,26.099,Stable,https://bidb.fysik.dtu.dk/material/2TiO2-1-2-1_0_0_1--0.5_-0.85,No,,2.801,,,Yes,p2/m11,14,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.502,15.551,1,0,0,1,0,1.0,-0.5,2.854857825,2TiO2-1-2-1_0_0_1--0.5_-0.85,1,Ti2O4-312489eced4d,-0.85
Ti2O4-312489eced4d-2-1_0_0_1-0.5_0,Ti2O4-312489eced4d,2.782,Ti4O8,21.854,Unverified,https://bidb.fysik.dtu.dk/material/2TiO2-1-2-1_0_0_1-0.5_0,No,,2.769,,,Yes,p2/m11,14,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.739,15.551,1,0,0,1,0,1.0,0.5,2.854857825,2TiO2-1-2-1_0_0_1-0.5_0,2,Ti2O4-312489eced4d,0.0
Ti2O4-312489eced4d-2-1_0_0_1-0_-0.33,Ti2O4-312489eced4d,2.541,Ti4O8,25.971,Stable,https://bidb.fysik.dtu.dk/material/2TiO2-1-2-1_0_0_1-0_-0.33,No,,2.739,,,Yes,p2_1/m11,15,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.498,15.551,1,0,0,1,0,1.0,0.0,2.854857825,2TiO2-1-2-1_0_0_1-0_-0.33,1,Ti2O4-312489eced4d,-0.33
Ti2O4-312489eced4d-2-1_0_0_1-0_-0.66,Ti2O4-312489eced4d,2.969,Ti4O8,18.437,Unverified,https://bidb.fysik.dtu.dk/material/2TiO2-1-2-1_0_0_1-0_-0.66,No,,2.774,,,Yes,p2_1/m11,15,12,Ti2O4-312489eced4d,2,2,,TiO2,AB2,original24,6.926,15.551,1,0,0,1,0,1.0,0.0,2.854857825,2TiO2-1-2-1_0_0_1-0_-0.66,2,Ti2O4-312489eced4d,-0.66
