Unique ID,Monolayer (C2DB),Interlayer distance,Formula,Binding energy,Slide stability,mat_link,Magnetic,2D Bravais type,Band gap,COD id of parent bulk structure,ICSD id of parent bulk structure,Inversion symmetry,Layer group,Layer group number,Number of atoms,Monolayer ID,Number of layers,Number of species,Point group,Reduced formula,Stoichiometry,Structure origin,Thickness,Unit cell area,param1,param2,param3,param4,paramIz,param5,param6,Monolayer band gap,mat_name,stable,mono_name,param7
Mg2Cl4-364eb71d8fe5-2-1_0_0_1--0.5_-0.79,2MgCl2-1,2.792,Mg4Cl8,9.166,Stable,https://bidb.fysik.dtu.dk/material/2MgCl2-1-2-1_0_0_1--0.5_-0.79,No,,4.371,,51244.0,Yes,p2_1/m11,15,12,Mg2Cl4-364eb71d8fe5,2,2,,MgCl2,AB2,original24,9.879,23.145,1,0,0,1,0,1.0,-0.5,4.503899467,2MgCl2-1-2-1_0_0_1--0.5_-0.79,1,2MgCl2-1,-0.79
Mg2Cl4-364eb71d8fe5-2-1_0_0_1--0.5_0,2MgCl2-1,2.991,Mg4Cl8,8.458,Unstable,https://bidb.fysik.dtu.dk/material/2MgCl2-1-2-1_0_0_1--0.5_0,No,,4.399,,51244.0,Yes,pmmn,46,12,Mg2Cl4-364eb71d8fe5,2,2,,MgCl2,AB2,original24,10.078,23.145,1,0,0,1,0,1.0,-0.5,4.503899467,2MgCl2-1-2-1_0_0_1--0.5_0,0,2MgCl2-1,0
Mg2Cl4-364eb71d8fe5-2-1_0_0_1-0_-0.5,2MgCl2-1,3.532,Mg4Cl8,5.616,Unverified,https://bidb.fysik.dtu.dk/material/2MgCl2-1-2-1_0_0_1-0_-0.5,No,,4.375,,51244.0,Yes,pmmm,37,12,Mg2Cl4-364eb71d8fe5,2,2,,MgCl2,AB2,original24,10.619,23.145,1,0,0,1,0,1.0,0,4.503899467,2MgCl2-1-2-1_0_0_1-0_-0.5,2,2MgCl2-1,-0.5
Mg2Cl4-364eb71d8fe5-2-1_0_0_1-0_-0.75,2MgCl2-1,3.058,Mg4Cl8,7.759,Unstable,https://bidb.fysik.dtu.dk/material/2MgCl2-1-2-1_0_0_1-0_-0.75,No,,4.366,,51244.0,Yes,p2/m11,14,12,Mg2Cl4-364eb71d8fe5,2,2,,MgCl2,AB2,original24,10.145,23.145,1,0,0,1,0,1.0,0,4.503899467,2MgCl2-1-2-1_0_0_1-0_-0.75,0,2MgCl2-1,-0.75
Mg2Cl4-364eb71d8fe5-2-1_0_0_1-0_0,2MgCl2-1,2.637,Mg4Cl8,10.362,Unstable,https://bidb.fysik.dtu.dk/material/2MgCl2-1-2-1_0_0_1-0_0,No,,4.371,,51244.0,Yes,pmma,41,12,Mg2Cl4-364eb71d8fe5,2,2,,MgCl2,AB2,original24,9.724,23.145,1,0,0,1,0,1.0,0,4.503899467,2MgCl2-1-2-1_0_0_1-0_0,0,2MgCl2-1,0
Mn2Se4-47943bd9c080-2--1_0_0_-1--0.49_-0.06,2MnSe2-1,2.879,Mn4Se8,23.63,Stable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2--1_0_0_-1--0.49_-0.06,Yes,,0.0,,,No,pm11,11,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.588,18.627,-1,0,0,-1,0,1.0,-0.49,0.0,2MnSe2-1-2--1_0_0_-1--0.49_-0.06,1,2MnSe2-1,-0.06
Mn2Se4-47943bd9c080-2--1_0_0_-1--0.5_-0.11,2MnSe2-1,2.877,Mn4Se8,23.452,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2--1_0_0_-1--0.5_-0.11,Yes,,,,,No,pm11,11,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.586,18.627,-1,0,0,-1,0,1.0,-0.5,0.0,2MnSe2-1-2--1_0_0_-1--0.5_-0.11,0,2MnSe2-1,-0.11
Mn2Se4-47943bd9c080-2--1_0_0_-1--0.5_-0.5,2MnSe2-1,3.637,Mn4Se8,14.585,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2--1_0_0_-1--0.5_-0.5,Yes,,,,,No,pm2m,27,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,10.346,18.627,-1,0,0,-1,0,1.0,-0.5,0.0,2MnSe2-1-2--1_0_0_-1--0.5_-0.5,2,2MnSe2-1,-0.5
Mn2Se4-47943bd9c080-2--1_0_0_-1--0.5_-0.77,2MnSe2-1,3.045,Mn4Se8,20.731,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2--1_0_0_-1--0.5_-0.77,Yes,,,,,No,pm11,11,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.754,18.627,-1,0,0,-1,0,1.0,-0.5,0.0,2MnSe2-1-2--1_0_0_-1--0.5_-0.77,0,2MnSe2-1,-0.77
Mn2Se4-47943bd9c080-2--1_0_0_-1-0.5_0.02,2MnSe2-1,2.884,Mn4Se8,23.646,Stable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2--1_0_0_-1-0.5_0.02,Yes,,0.0,,,No,pm11,11,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.593,18.627,-1,0,0,-1,0,1.0,0.5,0.0,2MnSe2-1-2--1_0_0_-1-0.5_0.02,1,2MnSe2-1,0.02
Mn2Se4-47943bd9c080-2--1_0_0_-1-0.5_0,2MnSe2-1,2.887,Mn4Se8,23.64,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2--1_0_0_-1-0.5_0,Yes,,,,,No,pm2_1b,28,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.596,18.627,-1,0,0,-1,0,1.0,0.5,0.0,2MnSe2-1-2--1_0_0_-1-0.5_0,0,2MnSe2-1,0
Mn2Se4-47943bd9c080-2--1_0_0_-1-0_-0.27,2MnSe2-1,3.005,Mn4Se8,21.393,Stable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2--1_0_0_-1-0_-0.27,Yes,,0.0,,,No,pm11,11,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.714,18.627,-1,0,0,-1,0,1.0,0,0.0,2MnSe2-1-2--1_0_0_-1-0_-0.27,1,2MnSe2-1,-0.27
Mn2Se4-47943bd9c080-2--1_0_0_-1-0_-0.61,2MnSe2-1,3.074,Mn4Se8,19.825,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2--1_0_0_-1-0_-0.61,Yes,,,,,No,pm11,11,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.783,18.627,-1,0,0,-1,0,1.0,0,0.0,2MnSe2-1-2--1_0_0_-1-0_-0.61,2,2MnSe2-1,-0.61
Mn2Se4-47943bd9c080-2--1_0_0_-1-0_-0.89,2MnSe2-1,3.245,Mn4Se8,19.234,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2--1_0_0_-1-0_-0.89,Yes,,,,,No,pm11,11,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.954,18.627,-1,0,0,-1,0,1.0,0,0.0,2MnSe2-1-2--1_0_0_-1-0_-0.89,2,2MnSe2-1,-0.89
Mn2Se4-47943bd9c080-2--1_0_0_-1-0_0.5,2MnSe2-1,3.173,Mn4Se8,18.636,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2--1_0_0_-1-0_0.5,Yes,,,,,No,pm2a,31,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.882,18.627,-1,0,0,-1,0,1.0,0,0.0,2MnSe2-1-2--1_0_0_-1-0_0.5,2,2MnSe2-1,0.5
Mn2Se4-47943bd9c080-2--1_0_0_-1-0_0,2MnSe2-1,3.341,Mn4Se8,18.242,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2--1_0_0_-1-0_0,Yes,,,,,No,pm2_1n,32,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,10.05,18.627,-1,0,0,-1,0,1.0,0,0.0,2MnSe2-1-2--1_0_0_-1-0_0,2,2MnSe2-1,0
Mn2Se4-47943bd9c080-2-1_0_0_1--0.5_-0.11,2MnSe2-1,3.598,Mn4Se8,14.997,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1--0.5_-0.11,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,10.307,18.627,1,0,0,1,0,1.0,-0.5,0.0,2MnSe2-1-2-1_0_0_1--0.5_-0.11,2,2MnSe2-1,-0.11
Mn2Se4-47943bd9c080-2-1_0_0_1--0.5_-0.39,2MnSe2-1,3.242,Mn4Se8,18.069,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1--0.5_-0.39,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.951,18.627,1,0,0,1,0,1.0,-0.5,0.0,2MnSe2-1-2-1_0_0_1--0.5_-0.39,2,2MnSe2-1,-0.39
Mn2Se4-47943bd9c080-2-1_0_0_1--0.5_-0.77,2MnSe2-1,2.926,Mn4Se8,23.178,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1--0.5_-0.77,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.635,18.627,1,0,0,1,0,1.0,-0.5,0.0,2MnSe2-1-2-1_0_0_1--0.5_-0.77,0,2MnSe2-1,-0.77
Mn2Se4-47943bd9c080-2-1_0_0_1-0.51_0.33,2MnSe2-1,2.926,Mn4Se8,23.149,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.51_0.33,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.635,18.627,1,0,0,1,0,1.0,0.51,0.0,2MnSe2-1-2-1_0_0_1-0.51_0.33,0,2MnSe2-1,0.33
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_-0.23,2MnSe2-1,3.598,Mn4Se8,14.959,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_-0.23,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,10.307,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_-0.23,2,2MnSe2-1,-0.23
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_-0.5,2MnSe2-1,2.96,Mn4Se8,21.832,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_-0.5,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.669,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_-0.5,0,2MnSe2-1,-0.5
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_0.11,2MnSe2-1,3.025,Mn4Se8,20.981,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_0.11,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.734,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_0.11,0,2MnSe2-1,0.11
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_0.24,2MnSe2-1,2.926,Mn4Se8,23.239,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_0.24,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.635,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_0.24,0,2MnSe2-1,0.24
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_0.25,2MnSe2-1,2.927,Mn4Se8,23.244,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_0.25,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.637,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_0.25,0,2MnSe2-1,0.25
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_0.26,2MnSe2-1,2.927,Mn4Se8,23.013,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_0.26,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.637,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_0.26,2,2MnSe2-1,0.26
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_0.27,2MnSe2-1,2.926,Mn4Se8,23.246,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_0.27,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.635,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_0.27,2,2MnSe2-1,0.27
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_0.29,2MnSe2-1,2.926,Mn4Se8,23.221,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_0.29,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.635,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_0.29,0,2MnSe2-1,0.29
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_0.31,2MnSe2-1,2.925,Mn4Se8,23.196,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_0.31,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.634,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_0.31,0,2MnSe2-1,0.31
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_0.34,2MnSe2-1,2.923,Mn4Se8,23.128,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_0.34,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.632,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_0.34,0,2MnSe2-1,0.34
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_0.35,2MnSe2-1,2.926,Mn4Se8,23.124,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_0.35,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.635,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_0.35,0,2MnSe2-1,0.35
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_0.36,2MnSe2-1,2.916,Mn4Se8,23.076,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_0.36,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.625,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_0.36,0,2MnSe2-1,0.36
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_0.39,2MnSe2-1,2.916,Mn4Se8,23.02,Unstable,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_0.39,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.625,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_0.39,0,2MnSe2-1,0.39
Mn2Se4-47943bd9c080-2-1_0_0_1-0.5_0,2MnSe2-1,3.381,Mn4Se8,16.837,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0.5_0,Yes,,,,,Yes,p2/m11,14,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,10.09,18.627,1,0,0,1,0,1.0,0.5,0.0,2MnSe2-1-2-1_0_0_1-0.5_0,2,2MnSe2-1,0
Mn2Se4-47943bd9c080-2-1_0_0_1-0_-0.27,2MnSe2-1,3.114,Mn4Se8,19.611,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0_-0.27,Yes,,,,,Yes,p2_1/m11,15,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.823,18.627,1,0,0,1,0,1.0,0,0.0,2MnSe2-1-2-1_0_0_1-0_-0.27,2,2MnSe2-1,-0.27
Mn2Se4-47943bd9c080-2-1_0_0_1-0_-0.61,2MnSe2-1,3.282,Mn4Se8,18.741,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0_-0.61,Yes,,,,,Yes,p2_1/m11,15,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.991,18.627,1,0,0,1,0,1.0,0,0.0,2MnSe2-1-2-1_0_0_1-0_-0.61,2,2MnSe2-1,-0.61
Mn2Se4-47943bd9c080-2-1_0_0_1-0_0.27,2MnSe2-1,3.302,Mn4Se8,18.675,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0_0.27,Yes,,,,,Yes,p2_1/m11,15,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,10.011,18.627,1,0,0,1,0,1.0,0,0.0,2MnSe2-1-2-1_0_0_1-0_0.27,2,2MnSe2-1,0.27
Mn2Se4-47943bd9c080-2-1_0_0_1-0_0.5,2MnSe2-1,3.124,Mn4Se8,20.41,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0_0.5,Yes,,,,,Yes,p2_1/m11,15,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.833,18.627,1,0,0,1,0,1.0,0,0.0,2MnSe2-1-2-1_0_0_1-0_0.5,2,2MnSe2-1,0.5
Mn2Se4-47943bd9c080-2-1_0_0_1-0_0,2MnSe2-1,3.045,Mn4Se8,20.377,Unverified,https://bidb.fysik.dtu.dk/material/2MnSe2-1-2-1_0_0_1-0_0,Yes,,,,,Yes,p2_1/m11,15,12,Mn2Se4-47943bd9c080,2,2,,MnSe2,AB2,original24,9.754,18.627,1,0,0,1,0,1.0,0,0.0,2MnSe2-1-2-1_0_0_1-0_0,2,2MnSe2-1,0
Mo2O4-2ac13b092c4c-2--1_0_0_-1--0.5_-0.5,2MoO2-1,2.701,Mo4O8,23.046,Unverified,https://bidb.fysik.dtu.dk/material/2MoO2-1-2--1_0_0_-1--0.5_-0.5,No,,,,,No,pm2m,27,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.94,14.729,-1,0,0,-1,0,1.0,-0.5,0.0,2MoO2-1-2--1_0_0_-1--0.5_-0.5,2,2MoO2-1,-0.5
Mo2O4-2ac13b092c4c-2--1_0_0_-1--0.5_-0.82,2MoO2-1,2.254,Mo4O8,25.614,Unstable,https://bidb.fysik.dtu.dk/material/2MoO2-1-2--1_0_0_-1--0.5_-0.82,No,,0.0,,,No,pm11,11,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.492,14.729,-1,0,0,-1,0,1.0,-0.5,0.0,2MoO2-1-2--1_0_0_-1--0.5_-0.82,0,2MoO2-1,-0.82
Mo2O4-2ac13b092c4c-2--1_0_0_-1--0.5_-0.87,2MoO2-1,2.216,Mo4O8,26.346,Unstable,https://bidb.fysik.dtu.dk/material/2MoO2-1-2--1_0_0_-1--0.5_-0.87,No,,0.0,,,No,pm11,11,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.454,14.729,-1,0,0,-1,0,1.0,-0.5,0.0,2MoO2-1-2--1_0_0_-1--0.5_-0.87,0,2MoO2-1,-0.87
Mo2O4-2ac13b092c4c-2--1_0_0_-1--0.5_-0.89,2MoO2-1,2.22,Mo4O8,26.393,Stable,https://bidb.fysik.dtu.dk/material/2MoO2-1-2--1_0_0_-1--0.5_-0.89,No,,0.0,,,No,pm11,11,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.458,14.729,-1,0,0,-1,0,1.0,-0.5,0.0,2MoO2-1-2--1_0_0_-1--0.5_-0.89,1,2MoO2-1,-0.89
Mo2O4-2ac13b092c4c-2--1_0_0_-1-0.5_0,2MoO2-1,2.245,Mo4O8,26.145,Unstable,https://bidb.fysik.dtu.dk/material/2MoO2-1-2--1_0_0_-1-0.5_0,No,,0.0,,,No,pm2_1b,28,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.483,14.729,-1,0,0,-1,0,1.0,0.5,0.0,2MoO2-1-2--1_0_0_-1-0.5_0,0,2MoO2-1,0
Mo2O4-2ac13b092c4c-2--1_0_0_-1-0_-0.61,2MoO2-1,2.342,Mo4O8,24.089,Unstable,https://bidb.fysik.dtu.dk/material/2MoO2-1-2--1_0_0_-1-0_-0.61,No,,0.0,,,No,pm11,11,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.58,14.729,-1,0,0,-1,0,1.0,0,0.0,2MoO2-1-2--1_0_0_-1-0_-0.61,0,2MoO2-1,-0.61
Mo2O4-2ac13b092c4c-2--1_0_0_-1-0_-0.93,2MoO2-1,2.491,Mo4O8,21.807,Unverified,https://bidb.fysik.dtu.dk/material/2MoO2-1-2--1_0_0_-1-0_-0.93,No,,0.0,,,No,pm11,11,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.729,14.729,-1,0,0,-1,0,1.0,0,0.0,2MoO2-1-2--1_0_0_-1-0_-0.93,2,2MoO2-1,-0.93
Mo2O4-2ac13b092c4c-2-1_0_0_1--0.5_-0.11,2MoO2-1,2.649,Mo4O8,19.283,Unverified,https://bidb.fysik.dtu.dk/material/2MoO2-1-2-1_0_0_1--0.5_-0.11,No,,0.0,,,Yes,p2/m11,14,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.887,14.729,1,0,0,1,0,1.0,-0.5,0.0,2MoO2-1-2-1_0_0_1--0.5_-0.11,2,2MoO2-1,-0.11
Mo2O4-2ac13b092c4c-2-1_0_0_1--0.5_-0.43,2MoO2-1,2.429,Mo4O8,22.529,Unverified,https://bidb.fysik.dtu.dk/material/2MoO2-1-2-1_0_0_1--0.5_-0.43,No,,0.0,,,Yes,p2/m11,14,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.667,14.729,1,0,0,1,0,1.0,-0.5,0.0,2MoO2-1-2-1_0_0_1--0.5_-0.43,2,2MoO2-1,-0.43
Mo2O4-2ac13b092c4c-2-1_0_0_1--0.5_-0.8,2MoO2-1,2.236,Mo4O8,26.302,Stable,https://bidb.fysik.dtu.dk/material/2MoO2-1-2-1_0_0_1--0.5_-0.8,No,,0.0,,,Yes,p2/m11,14,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.474,14.729,1,0,0,1,0,1.0,-0.5,0.0,2MoO2-1-2-1_0_0_1--0.5_-0.8,1,2MoO2-1,-0.8
Mo2O4-2ac13b092c4c-2-1_0_0_1-0.5_0.41,2MoO2-1,2.205,Mo4O8,26.378,Stable,https://bidb.fysik.dtu.dk/material/2MoO2-1-2-1_0_0_1-0.5_0.41,No,,0.0,,,Yes,p2/m11,14,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.443,14.729,1,0,0,1,0,1.0,0.5,0.0,2MoO2-1-2-1_0_0_1-0.5_0.41,1,2MoO2-1,0.41
Mo2O4-2ac13b092c4c-2-1_0_0_1-0.5_0.43,2MoO2-1,2.21,Mo4O8,26.311,Unstable,https://bidb.fysik.dtu.dk/material/2MoO2-1-2-1_0_0_1-0.5_0.43,No,,0.0,,,Yes,p2/m11,14,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.448,14.729,1,0,0,1,0,1.0,0.5,0.0,2MoO2-1-2-1_0_0_1-0.5_0.43,0,2MoO2-1,0.43
Mo2O4-2ac13b092c4c-2-1_0_0_1-0_-0.32,2MoO2-1,2.35,Mo4O8,23.953,Unstable,https://bidb.fysik.dtu.dk/material/2MoO2-1-2-1_0_0_1-0_-0.32,No,,0.0,,,Yes,p2_1/m11,15,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.588,14.729,1,0,0,1,0,1.0,0,0.0,2MoO2-1-2-1_0_0_1-0_-0.32,0,2MoO2-1,-0.32
Mo2O4-2ac13b092c4c-2-1_0_0_1-0_-0.62,2MoO2-1,2.482,Mo4O8,21.961,Unverified,https://bidb.fysik.dtu.dk/material/2MoO2-1-2-1_0_0_1-0_-0.62,No,,0.0,,,Yes,p2_1/m11,15,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.72,14.729,1,0,0,1,0,1.0,0,0.0,2MoO2-1-2-1_0_0_1-0_-0.62,2,2MoO2-1,-0.62
Mo2O4-2ac13b092c4c-2-1_0_0_1-0_0.01,2MoO2-1,2.268,Mo4O8,25.337,Stable,https://bidb.fysik.dtu.dk/material/2MoO2-1-2-1_0_0_1-0_0.01,No,,0.0,,,Yes,p2_1/m11,15,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.506,14.729,1,0,0,1,0,1.0,0,0.0,2MoO2-1-2-1_0_0_1-0_0.01,1,2MoO2-1,0.01
Mo2O4-2ac13b092c4c-2-1_0_0_1-0_0.5,2MoO2-1,2.342,Mo4O8,24.264,Unstable,https://bidb.fysik.dtu.dk/material/2MoO2-1-2-1_0_0_1-0_0.5,No,,0.0,,,Yes,p2_1/m11,15,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.58,14.729,1,0,0,1,0,1.0,0,0.0,2MoO2-1-2-1_0_0_1-0_0.5,0,2MoO2-1,0.5
Mo2O4-2ac13b092c4c-2-1_0_0_1-0_0,2MoO2-1,2.263,Mo4O8,25.33,Unstable,https://bidb.fysik.dtu.dk/material/2MoO2-1-2-1_0_0_1-0_0,No,,0.0,,,Yes,p2_1/m11,15,12,Mo2O4-2ac13b092c4c,2,2,,MoO2,AB2,original24,7.501,14.729,1,0,0,1,0,1.0,0,0.0,2MoO2-1-2-1_0_0_1-0_0,0,2MoO2-1,0
Mo2S4-b06001f565b8-2--1_0_0_-1--0.5_-0.78,2MoS2-1,2.682,Mo4S8,23.749,Unverified,https://bidb.fysik.dtu.dk/material/2MoS2-1-2--1_0_0_-1--0.5_-0.78,No,,0.0,4124624.0,,No,pm11,11,12,Mo2S4-b06001f565b8,2,2,,MoS2,AB2,original24,9.608,18.221,-1,0,0,-1,0,1.0,-0.5,0.05102848,2MoS2-1-2--1_0_0_-1--0.5_-0.78,2,2MoS2-1,-0.78
