Unique ID,Monolayer (C2DB),Interlayer distance,Formula,Binding energy,Slide stability,mat_link,Magnetic,2D Bravais type,Band gap,COD id of parent bulk structure,ICSD id of parent bulk structure,Inversion symmetry,Layer group,Layer group number,Number of atoms,Monolayer ID,Number of layers,Number of species,Point group,Reduced formula,Stoichiometry,Structure origin,Thickness,Unit cell area,param1,param2,param3,param4,paramIz,param5,param6,Monolayer band gap,mat_name,stable,mono_name,param7
As2-2cfe371476fd-As2-2-1_-1_1_0-0.17_0.33,2As-1,3.258,As4,15.53,Unstable,https://bidb.fysik.dtu.dk/material/2As-1-As2-2-1_-1_1_0-0.17_0.33,No,,,5000219.0,,No,cm2e,36,4,As2-2cfe371476fd,2,1,,As,A,original24,6.05,11.271,1,-1,1,0,0,1.0,0.17,1.483197543,2As-1-As2-2-1_-1_1_0-0.17_0.33,0,2As-1,0.33
As2-2cfe371476fd-As2-2-1_-1_1_0-0.5_0,2As-1,3.656,As4,12.627,Unverified,https://bidb.fysik.dtu.dk/material/2As-1-As2-2-1_-1_1_0-0.5_0,No,,,5000219.0,,No,cm11,13,4,As2-2cfe371476fd,2,1,,As,A,original24,6.448,11.271,1,-1,1,0,0,1.0,0.5,1.483197543,2As-1-As2-2-1_-1_1_0-0.5_0,2,2As-1,0
As2-2cfe371476fd-As2-2-1_-1_1_0-0.67_0.33,2As-1,3.984,As4,10.633,Unverified,https://bidb.fysik.dtu.dk/material/2As-1-As2-2-1_-1_1_0-0.67_0.33,No,,,5000219.0,,No,p-6m2,78,4,As2-2cfe371476fd,2,1,,As,A,original24,6.777,11.271,1,-1,1,0,0,1.0,0.67,1.483197543,2As-1-As2-2-1_-1_1_0-0.67_0.33,2,2As-1,0.33
As2-2cfe371476fd-As2-2-1_-1_1_0-0_0,2As-1,3.094,As4,17.127,Stable,https://bidb.fysik.dtu.dk/material/2As-1-As2-2-1_-1_1_0-0_0,No,,,5000219.0,,No,p3m1,69,4,As2-2cfe371476fd,2,1,,As,A,original24,5.886,11.271,1,-1,1,0,0,1.0,0,1.483197543,2As-1-As2-2-1_-1_1_0-0_0,1,2As-1,0
As2-2cfe371476fd-As2-2-1_0_0_1-0.33_0.67,2As-1,3.93,As4,10.989,Unverified,https://bidb.fysik.dtu.dk/material/2As-1-As2-2-1_0_0_1-0.33_0.67,No,,,5000219.0,,Yes,p-3m1,72,4,As2-2cfe371476fd,2,1,,As,A,original24,6.722,11.271,1,0,0,1,0,1.0,0.33,1.483197543,2As-1-As2-2-1_0_0_1-0.33_0.67,2,2As-1,0.67
As2-2cfe371476fd-As2-2-1_0_0_1-0.5_0,2As-1,3.656,As4,12.618,Unverified,https://bidb.fysik.dtu.dk/material/2As-1-As2-2-1_0_0_1-0.5_0,No,,,5000219.0,,Yes,c2/m11,18,4,As2-2cfe371476fd,2,1,,As,A,original24,6.448,11.271,1,0,0,1,0,1.0,0.5,1.483197543,2As-1-As2-2-1_0_0_1-0.5_0,2,2As-1,0
As2-2cfe371476fd-As2-2-1_0_0_1-0.67_0.33,2As-1,3.305,As4,15.365,Stable,https://bidb.fysik.dtu.dk/material/2As-1-As2-2-1_0_0_1-0.67_0.33,No,,,5000219.0,,Yes,p-3m1,72,4,As2-2cfe371476fd,2,1,,As,A,original24,6.097,11.271,1,0,0,1,0,1.0,0.67,1.483197543,2As-1-As2-2-1_0_0_1-0.67_0.33,1,2As-1,0.33
As2-2cfe371476fd-As2-2-1_0_0_1-0.83_0.67,2As-1,3.359,As4,14.921,Unstable,https://bidb.fysik.dtu.dk/material/2As-1-As2-2-1_0_0_1-0.83_0.67,No,,,5000219.0,,Yes,c2/m11,18,4,As2-2cfe371476fd,2,1,,As,A,original24,6.152,11.271,1,0,0,1,0,1.0,0.83,1.483197543,2As-1-As2-2-1_0_0_1-0.83_0.67,0,2As-1,0.67
As2-2cfe371476fd-As2-2-1_0_0_1-0_0,2As-1,3.242,As4,16.657,Stable,https://bidb.fysik.dtu.dk/material/2As-1-As2-2-1_0_0_1-0_0,No,,,5000219.0,,Yes,p-3m1,72,4,As2-2cfe371476fd,2,1,,As,A,original24,6.034,11.271,1,0,0,1,0,1.0,0,1.483197543,2As-1-As2-2-1_0_0_1-0_0,1,2As-1,0
C2-a6735a4a3797-2-1_0_0_1--0.67_-0.33,2C-1,3.516,C4,16.709,Stable,https://bidb.fysik.dtu.dk/material/2C-1-2-1_0_0_1--0.67_-0.33,No,,0.0,9012705.0,96620.0,Yes,p-3m1,72,4,C2-a6735a4a3797,2,1,,C,A,original24,3.516,5.272,1,0,0,1,0,1.0,-0.67,0.000300069,2C-1-2-1_0_0_1--0.67_-0.33,1,2C-1,-0.33
C2-a6735a4a3797-2-1_0_0_1-0_0,2C-1,3.675,C4,14.738,Unstable,https://bidb.fysik.dtu.dk/material/2C-1-2-1_0_0_1-0_0,No,,0.383,9012705.0,96620.0,Yes,p6/mmm,80,4,C2-a6735a4a3797,2,1,,C,A,original24,3.675,5.272,1,0,0,1,0,1.0,0,0.000300069,2C-1-2-1_0_0_1-0_0,0,2C-1,0
Ge2-bbbd76379a3d-Ge2-2-1_0_0_1-0.33_0.67,2Ge-1,2.727,Ge4,41.579,Stable,https://bidb.fysik.dtu.dk/material/2Ge-1-Ge2-2-1_0_0_1-0.33_0.67,No,,,,192507.0,Yes,p-3m1,72,4,Ge2-bbbd76379a3d,2,1,,Ge,A,original24,4.103,14.183,1,0,0,1,0,1.0,0.33,0.025062911,2Ge-1-Ge2-2-1_0_0_1-0.33_0.67,1,2Ge-1,0.67
Si2-90e674c14ad3-Si2-2-1_0_0_1-0.33_0.67,2Si-1,2.82,Si4,41.689,Stable,https://bidb.fysik.dtu.dk/material/2Si-1-Si2-2-1_0_0_1-0.33_0.67,No,,,,,Yes,p-3m1,72,4,Si2-90e674c14ad3,2,1,,Si,A,original24,3.738,12.99,1,0,0,1,0,1.0,0.33,0.001599142,2Si-1-Si2-2-1_0_0_1-0.33_0.67,1,2Si-1,0.67
P4-276f0a298324-P4-2-1_0_0_1-0.28_1.0,4P-1,3.304,P8,19.625,Stable,https://bidb.fysik.dtu.dk/material/4P-1-P4-2-1_0_0_1-0.28_1.0,No,,,9012486.0,36434.0,Yes,p2/m11,14,8,P4-276f0a298324,2,1,,P,A,original24,7.524,15.312,1,0,0,1,0,1.0,0.28,0.902567659,4P-1-P4-2-1_0_0_1-0.28_1.0,1,4P-1,1.0
P4-276f0a298324-P4-2-1_0_0_1-0.32_0.5,4P-1,3.602,P8,15.722,Unverified,https://bidb.fysik.dtu.dk/material/4P-1-P4-2-1_0_0_1-0.32_0.5,No,,,9012486.0,36434.0,Yes,p2_1/m11,15,8,P4-276f0a298324,2,1,,P,A,original24,7.822,15.312,1,0,0,1,0,1.0,0.32,0.902567659,4P-1-P4-2-1_0_0_1-0.32_0.5,2,4P-1,0.5
P4-276f0a298324-P4-2-1_0_0_1-0.32_1.0,4P-1,3.312,P8,19.368,Unstable,https://bidb.fysik.dtu.dk/material/4P-1-P4-2-1_0_0_1-0.32_1.0,No,,,9012486.0,36434.0,Yes,p2/m11,14,8,P4-276f0a298324,2,1,,P,A,original24,7.532,15.312,1,0,0,1,0,1.0,0.32,0.902567659,4P-1-P4-2-1_0_0_1-0.32_1.0,0,4P-1,1.0
P4-276f0a298324-P4-2-1_0_0_1-0.5_0.5,4P-1,3.836,P8,13.363,Unverified,https://bidb.fysik.dtu.dk/material/4P-1-P4-2-1_0_0_1-0.5_0.5,No,,,9012486.0,36434.0,Yes,pmam,40,8,P4-276f0a298324,2,1,,P,A,original24,8.056,15.312,1,0,0,1,0,1.0,0.5,0.902567659,4P-1-P4-2-1_0_0_1-0.5_0.5,2,4P-1,0.5
P4-276f0a298324-P4-2-1_0_0_1-0.5_0,4P-1,3.477,P8,17.272,Unverified,https://bidb.fysik.dtu.dk/material/4P-1-P4-2-1_0_0_1-0.5_0,No,,,9012486.0,36434.0,Yes,pmaa,38,8,P4-276f0a298324,2,1,,P,A,original24,7.697,15.312,1,0,0,1,0,1.0,0.5,0.902567659,4P-1-P4-2-1_0_0_1-0.5_0,2,4P-1,0
P4-276f0a298324-P4-2-1_0_0_1-0.82_0.5,4P-1,3.289,P8,19.962,Unstable,https://bidb.fysik.dtu.dk/material/4P-1-P4-2-1_0_0_1-0.82_0.5,No,,,9012486.0,36434.0,Yes,p2_1/m11,15,8,P4-276f0a298324,2,1,,P,A,original24,7.509,15.312,1,0,0,1,0,1.0,0.82,0.902567659,4P-1-P4-2-1_0_0_1-0.82_0.5,0,4P-1,0.5
P4-276f0a298324-P4-2-1_0_0_1-0.82_1.0,4P-1,3.398,P8,18.556,Unstable,https://bidb.fysik.dtu.dk/material/4P-1-P4-2-1_0_0_1-0.82_1.0,No,,,9012486.0,36434.0,Yes,p2/m11,14,8,P4-276f0a298324,2,1,,P,A,original24,7.618,15.312,1,0,0,1,0,1.0,0.82,0.902567659,4P-1-P4-2-1_0_0_1-0.82_1.0,0,4P-1,1.0
P4-276f0a298324-P4-2-1_0_0_1-0_0,4P-1,3.594,P8,16.584,Unverified,https://bidb.fysik.dtu.dk/material/4P-1-P4-2-1_0_0_1-0_0,No,,,9012486.0,36434.0,Yes,pman,42,8,P4-276f0a298324,2,1,,P,A,original24,7.814,15.312,1,0,0,1,0,1.0,0,0.902567659,4P-1-P4-2-1_0_0_1-0_0,2,4P-1,0
P4-276f0a298324-P4-2-1_0_0_1-1.0_0.5,4P-1,3.234,P8,21.451,Stable,https://bidb.fysik.dtu.dk/material/4P-1-P4-2-1_0_0_1-1.0_0.5,No,,,9012486.0,36434.0,Yes,pbma,45,8,P4-276f0a298324,2,1,,P,A,original24,7.454,15.312,1,0,0,1,0,1.0,1.0,0.902567659,4P-1-P4-2-1_0_0_1-1.0_0.5,1,4P-1,0.5
C2H2O2Ti3-b2d22251cb52-2--1_0_0_-1-Iz--0.33_-0.67,1C2H2O2Ti3-1,0.651,Ti6H4C4O4,42.664,Unverified,https://bidb.fysik.dtu.dk/material/1C2H2O2Ti3-1-2--1_0_0_-1-Iz--0.33_-0.67,No,,0.0,,,Yes,p-3m1,72,18,C2H2O2Ti3-b2d22251cb52,2,4,,Ti3H2C2O2,A2B2C2D3,original24,19.092,8.251,-1,0,0,-1,1,-1.0,-0.33,0.0,1C2H2O2Ti3-1-2--1_0_0_-1-Iz--0.33_-0.67,2,1C2H2O2Ti3-1,-0.67
C2H2O2Ti3-b2d22251cb52-2--1_0_0_-1-Iz--0.67_-0.33,1C2H2O2Ti3-1,0.451,Ti6H4C4O4,50.527,Stable,https://bidb.fysik.dtu.dk/material/1C2H2O2Ti3-1-2--1_0_0_-1-Iz--0.67_-0.33,No,,0.0,,,Yes,p-3m1,72,18,C2H2O2Ti3-b2d22251cb52,2,4,,Ti3H2C2O2,A2B2C2D3,original24,18.892,8.251,-1,0,0,-1,1,-1.0,-0.67,0.0,1C2H2O2Ti3-1-2--1_0_0_-1-Iz--0.67_-0.33,1,1C2H2O2Ti3-1,-0.33
C2H2O2Ti3-b2d22251cb52-2-1_0_0_1--0.67_-0.33,1C2H2O2Ti3-1,0.556,Ti6H4C4O4,46.168,Unverified,https://bidb.fysik.dtu.dk/material/1C2H2O2Ti3-1-2-1_0_0_1--0.67_-0.33,No,,0.0,,,No,p3m1,69,18,C2H2O2Ti3-b2d22251cb52,2,4,,Ti3H2C2O2,A2B2C2D3,original24,18.997,8.251,1,0,0,1,0,1.0,-0.67,0.0,1C2H2O2Ti3-1-2-1_0_0_1--0.67_-0.33,2,1C2H2O2Ti3-1,-0.33
C2Cl2Ti3-63d9a96338d5-C2Cl2Ti3-2-1_-1_1_0-0.17_0.33,1C2Cl2Ti3-1,3.336,Ti6C4Cl4,20.807,Unstable,https://bidb.fysik.dtu.dk/material/1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0.17_0.33,No,,,,,Yes,c2/m11,18,14,C2Cl2Ti3-63d9a96338d5,2,3,,Ti3C2Cl2,A2B2C3,original24,19.34,8.82,1,-1,1,0,0,1.0,0.17,0.0,1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0.17_0.33,0,1C2Cl2Ti3-1,0.33
C2Cl2Ti3-63d9a96338d5-C2Cl2Ti3-2-1_-1_1_0-0.33_0.67,1C2Cl2Ti3-1,3.141,Ti6C4Cl4,23.005,Stable,https://bidb.fysik.dtu.dk/material/1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0.33_0.67,No,,,,,Yes,p-3m1,72,14,C2Cl2Ti3-63d9a96338d5,2,3,,Ti3C2Cl2,A2B2C3,original24,19.144,8.82,1,-1,1,0,0,1.0,0.33,0.0,1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0.33_0.67,1,1C2Cl2Ti3-1,0.67
C2Cl2Ti3-63d9a96338d5-C2Cl2Ti3-2-1_-1_1_0-0.53_0.05,1C2Cl2Ti3-1,3.196,Ti6C4Cl4,22.48,Unstable,https://bidb.fysik.dtu.dk/material/1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0.53_0.05,No,,,,,Yes,c2/m11,18,14,C2Cl2Ti3-63d9a96338d5,2,3,,Ti3C2Cl2,A2B2C3,original24,19.199,8.82,1,-1,1,0,0,1.0,0.53,0.0,1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0.53_0.05,0,1C2Cl2Ti3-1,0.05
C2Cl2Ti3-63d9a96338d5-C2Cl2Ti3-2-1_-1_1_0-0.5_0,1C2Cl2Ti3-1,3.203,Ti6C4Cl4,22.409,Unstable,https://bidb.fysik.dtu.dk/material/1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0.5_0,No,,,,,Yes,c2/m11,18,14,C2Cl2Ti3-63d9a96338d5,2,3,,Ti3C2Cl2,A2B2C3,original24,19.207,8.82,1,-1,1,0,0,1.0,0.5,0.0,1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0.5_0,0,1C2Cl2Ti3-1,0
C2Cl2Ti3-63d9a96338d5-C2Cl2Ti3-2-1_-1_1_0-0.67_0.33,1C2Cl2Ti3-1,3.125,Ti6C4Cl4,23.311,Stable,https://bidb.fysik.dtu.dk/material/1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0.67_0.33,No,,,,,Yes,p-3m1,72,14,C2Cl2Ti3-63d9a96338d5,2,3,,Ti3C2Cl2,A2B2C3,original24,19.129,8.82,1,-1,1,0,0,1.0,0.67,0.0,1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0.67_0.33,1,1C2Cl2Ti3-1,0.33
C2Cl2Ti3-63d9a96338d5-C2Cl2Ti3-2-1_-1_1_0-0.83_0.67,1C2Cl2Ti3-1,3.336,Ti6C4Cl4,20.871,Unstable,https://bidb.fysik.dtu.dk/material/1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0.83_0.67,No,,,,,Yes,c2/m11,18,14,C2Cl2Ti3-63d9a96338d5,2,3,,Ti3C2Cl2,A2B2C3,original24,19.34,8.82,1,-1,1,0,0,1.0,0.83,0.0,1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0.83_0.67,0,1C2Cl2Ti3-1,0.67
C2Cl2Ti3-63d9a96338d5-C2Cl2Ti3-2-1_-1_1_0-0_0,1C2Cl2Ti3-1,3.477,Ti6C4Cl4,19.422,Unverified,https://bidb.fysik.dtu.dk/material/1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0_0,No,,,,,Yes,p-3m1,72,14,C2Cl2Ti3-63d9a96338d5,2,3,,Ti3C2Cl2,A2B2C3,original24,19.48,8.82,1,-1,1,0,0,1.0,0,0.0,1C2Cl2Ti3-1-C2Cl2Ti3-2-1_-1_1_0-0_0,2,1C2Cl2Ti3-1,0
C2Cl2Ti3-63d9a96338d5-C2Cl2Ti3-2-1_0_0_1-0.33_0.67,1C2Cl2Ti3-1,3.133,Ti6C4Cl4,23.237,Stable,https://bidb.fysik.dtu.dk/material/1C2Cl2Ti3-1-C2Cl2Ti3-2-1_0_0_1-0.33_0.67,No,,,,,No,p3m1,69,14,C2Cl2Ti3-63d9a96338d5,2,3,,Ti3C2Cl2,A2B2C3,original24,19.136,8.82,1,0,0,1,0,1.0,0.33,0.0,1C2Cl2Ti3-1-C2Cl2Ti3-2-1_0_0_1-0.33_0.67,1,1C2Cl2Ti3-1,0.67
C2Cl2Ti3-63d9a96338d5-C2Cl2Ti3-2-1_0_0_1-0.47_-0.05,1C2Cl2Ti3-1,3.194,Ti6C4Cl4,22.496,Unstable,https://bidb.fysik.dtu.dk/material/1C2Cl2Ti3-1-C2Cl2Ti3-2-1_0_0_1-0.47_-0.05,No,,,,,No,cm11,13,14,C2Cl2Ti3-63d9a96338d5,2,3,,Ti3C2Cl2,A2B2C3,original24,19.197,8.82,1,0,0,1,0,1.0,0.47,0.0,1C2Cl2Ti3-1-C2Cl2Ti3-2-1_0_0_1-0.47_-0.05,0,1C2Cl2Ti3-1,-0.05
C2Cl2Ti3-63d9a96338d5-C2Cl2Ti3-2-1_0_0_1-0.5_0,1C2Cl2Ti3-1,3.195,Ti6C4Cl4,22.458,Unstable,https://bidb.fysik.dtu.dk/material/1C2Cl2Ti3-1-C2Cl2Ti3-2-1_0_0_1-0.5_0,No,,,,,No,cm2e,36,14,C2Cl2Ti3-63d9a96338d5,2,3,,Ti3C2Cl2,A2B2C3,original24,19.199,8.82,1,0,0,1,0,1.0,0.5,0.0,1C2Cl2Ti3-1-C2Cl2Ti3-2-1_0_0_1-0.5_0,0,1C2Cl2Ti3-1,0
C2Cl2Ti3-63d9a96338d5-C2Cl2Ti3-2-1_0_0_1-0.83_0.67,1C2Cl2Ti3-1,3.336,Ti6C4Cl4,20.825,Unstable,https://bidb.fysik.dtu.dk/material/1C2Cl2Ti3-1-C2Cl2Ti3-2-1_0_0_1-0.83_0.67,No,,,,,No,cm11,13,14,C2Cl2Ti3-63d9a96338d5,2,3,,Ti3C2Cl2,A2B2C3,original24,19.34,8.82,1,0,0,1,0,1.0,0.83,0.0,1C2Cl2Ti3-1-C2Cl2Ti3-2-1_0_0_1-0.83_0.67,0,1C2Cl2Ti3-1,0.67
C2Cl2Ti3-63d9a96338d5-C2Cl2Ti3-2-1_0_0_1-0_0,1C2Cl2Ti3-1,3.477,Ti6C4Cl4,19.355,Unverified,https://bidb.fysik.dtu.dk/material/1C2Cl2Ti3-1-C2Cl2Ti3-2-1_0_0_1-0_0,No,,,,,No,p-6m2,78,14,C2Cl2Ti3-63d9a96338d5,2,3,,Ti3C2Cl2,A2B2C3,original24,19.48,8.82,1,0,0,1,0,1.0,0,0.0,1C2Cl2Ti3-1-C2Cl2Ti3-2-1_0_0_1-0_0,2,1C2Cl2Ti3-1,0
C2F2Hf3-f3d4a4a7dde4-2--1_0_0_-1-Iz--0.33_-0.67,1C2F2Hf3-1,2.03,Hf6C4F4,32.145,Stable,https://bidb.fysik.dtu.dk/material/1C2F2Hf3-1-2--1_0_0_-1-Iz--0.33_-0.67,No,,0.0,,,Yes,p-3m1,72,14,C2F2Hf3-f3d4a4a7dde4,2,3,,Hf3C2F2,A2B2C3,original24,17.459,9.42,-1,0,0,-1,1,-1.0,-0.33,0.0,1C2F2Hf3-1-2--1_0_0_-1-Iz--0.33_-0.67,1,1C2F2Hf3-1,-0.67
C2F2Hf3-f3d4a4a7dde4-2--1_0_0_-1-Iz--0.67_-0.33,1C2F2Hf3-1,2.219,Hf6C4F4,26.578,Unverified,https://bidb.fysik.dtu.dk/material/1C2F2Hf3-1-2--1_0_0_-1-Iz--0.67_-0.33,No,,0.0,,,Yes,p-3m1,72,14,C2F2Hf3-f3d4a4a7dde4,2,3,,Hf3C2F2,A2B2C3,original24,17.648,9.42,-1,0,0,-1,1,-1.0,-0.67,0.0,1C2F2Hf3-1-2--1_0_0_-1-Iz--0.67_-0.33,2,1C2F2Hf3-1,-0.33
C2F2Hf3-f3d4a4a7dde4-2-1_0_0_1--0.67_-0.33,1C2F2Hf3-1,2.099,Hf6C4F4,29.557,Stable,https://bidb.fysik.dtu.dk/material/1C2F2Hf3-1-2-1_0_0_1--0.67_-0.33,No,,0.0,,,No,p3m1,69,14,C2F2Hf3-f3d4a4a7dde4,2,3,,Hf3C2F2,A2B2C3,original24,17.529,9.42,1,0,0,1,0,1.0,-0.67,0.0,1C2F2Hf3-1-2-1_0_0_1--0.67_-0.33,1,1C2F2Hf3-1,-0.33
C2F2Ti3-f3bb81b9399e-2--1_0_0_-1-Iz--0.33_-0.67,1C2F2Ti3-1,2.235,Ti6C4F4,30.123,Stable,https://bidb.fysik.dtu.dk/material/1C2F2Ti3-1-2--1_0_0_-1-Iz--0.33_-0.67,No,,0.0,,,Yes,p-3m1,72,14,C2F2Ti3-f3bb81b9399e,2,3,,Ti3C2F2,A2B2C3,original24,16.727,8.16,-1,0,0,-1,1,-1.0,-0.33,0.0,1C2F2Ti3-1-2--1_0_0_-1-Iz--0.33_-0.67,1,1C2F2Ti3-1,-0.67
C2F2Ti3-f3bb81b9399e-2--1_0_0_-1-Iz--0.67_-0.33,1C2F2Ti3-1,2.302,Ti6C4F4,28.087,Stable,https://bidb.fysik.dtu.dk/material/1C2F2Ti3-1-2--1_0_0_-1-Iz--0.67_-0.33,No,,0.0,,,Yes,p-3m1,72,14,C2F2Ti3-f3bb81b9399e,2,3,,Ti3C2F2,A2B2C3,original24,16.794,8.16,-1,0,0,-1,1,-1.0,-0.67,0.0,1C2F2Ti3-1-2--1_0_0_-1-Iz--0.67_-0.33,1,1C2F2Ti3-1,-0.33
C2F2Ti3-f3bb81b9399e-2--1_0_0_-1-Iz-0_0,1C2F2Ti3-1,2.79,Ti6C4F4,20.892,Unverified,https://bidb.fysik.dtu.dk/material/1C2F2Ti3-1-2--1_0_0_-1-Iz-0_0,No,,0.0,,,Yes,p-3m1,72,14,C2F2Ti3-f3bb81b9399e,2,3,,Ti3C2F2,A2B2C3,original24,17.282,8.16,-1,0,0,-1,1,-1.0,0,0.0,1C2F2Ti3-1-2--1_0_0_-1-Iz-0_0,2,1C2F2Ti3-1,0
C2F2Ti3-f3bb81b9399e-2-1_0_0_1--0.67_-0.33,1C2F2Ti3-1,2.264,Ti6C4F4,29.171,Stable,https://bidb.fysik.dtu.dk/material/1C2F2Ti3-1-2-1_0_0_1--0.67_-0.33,No,,0.0,,,No,p3m1,69,14,C2F2Ti3-f3bb81b9399e,2,3,,Ti3C2F2,A2B2C3,original24,16.756,8.16,1,0,0,1,0,1.0,-0.67,0.0,1C2F2Ti3-1-2-1_0_0_1--0.67_-0.33,1,1C2F2Ti3-1,-0.33
C2F2Ti3-f3bb81b9399e-2-1_0_0_1-0_0,1C2F2Ti3-1,2.8,Ti6C4F4,20.796,Unverified,https://bidb.fysik.dtu.dk/material/1C2F2Ti3-1-2-1_0_0_1-0_0,No,,0.0,,,No,p-6m2,78,14,C2F2Ti3-f3bb81b9399e,2,3,,Ti3C2F2,A2B2C3,original24,17.292,8.16,1,0,0,1,0,1.0,0,0.0,1C2F2Ti3-1-2-1_0_0_1-0_0,2,1C2F2Ti3-1,0
C2F2Y3-3a7aee4bc19d-2--1_0_0_-1-Iz--0.33_-0.67,1C2F2Y3-1,1.664,Y6C4F4,38.102,Stable,https://bidb.fysik.dtu.dk/material/1C2F2Y3-1-2--1_0_0_-1-Iz--0.33_-0.67,Yes,,,,,Yes,p-3m1,72,14,C2F2Y3-3a7aee4bc19d,2,3,,Y3C2F2,A2B2C3,original24,18.183,10.777,-1,0,0,-1,1,-1.0,-0.33,0.0,1C2F2Y3-1-2--1_0_0_-1-Iz--0.33_-0.67,1,1C2F2Y3-1,-0.67
C2F2Y3-3a7aee4bc19d-2--1_0_0_-1-Iz--0.67_-0.33,1C2F2Y3-1,2.788,Y6C4F4,18.236,Unverified,https://bidb.fysik.dtu.dk/material/1C2F2Y3-1-2--1_0_0_-1-Iz--0.67_-0.33,Yes,,,,,Yes,p-3m1,72,14,C2F2Y3-3a7aee4bc19d,2,3,,Y3C2F2,A2B2C3,original24,19.308,10.777,-1,0,0,-1,1,-1.0,-0.67,0.0,1C2F2Y3-1-2--1_0_0_-1-Iz--0.67_-0.33,2,1C2F2Y3-1,-0.33
C2F2Y3-3a7aee4bc19d-2--1_0_0_-1-Iz-0.5_0,1C2F2Y3-1,2.235,Y6C4F4,23.371,Unverified,https://bidb.fysik.dtu.dk/material/1C2F2Y3-1-2--1_0_0_-1-Iz-0.5_0,Yes,,0.0,,,Yes,c2/m11,18,14,C2F2Y3-3a7aee4bc19d,2,3,,Y3C2F2,A2B2C3,original24,18.755,10.777,-1,0,0,-1,1,-1.0,0.5,0.0,1C2F2Y3-1-2--1_0_0_-1-Iz-0.5_0,2,1C2F2Y3-1,0
C2F2Zr3-1b03a913dc8d-2--1_0_0_-1-Iz--0.33_-0.67,1C2F2Zr3-1,1.98,Zr6C4F4,33.259,Stable,https://bidb.fysik.dtu.dk/material/1C2F2Zr3-1-2--1_0_0_-1-Iz--0.33_-0.67,No,,0.0,,,Yes,p-3m1,72,14,C2F2Zr3-1b03a913dc8d,2,3,,Zr3C2F2,A2B2C3,original24,17.492,9.55,-1,0,0,-1,1,-1.0,-0.33,0.0,1C2F2Zr3-1-2--1_0_0_-1-Iz--0.33_-0.67,1,1C2F2Zr3-1,-0.67
C2F2Zr3-1b03a913dc8d-2--1_0_0_-1-Iz--0.67_-0.33,1C2F2Zr3-1,2.2,Zr6C4F4,27.119,Unverified,https://bidb.fysik.dtu.dk/material/1C2F2Zr3-1-2--1_0_0_-1-Iz--0.67_-0.33,No,,0.0,,,Yes,p-3m1,72,14,C2F2Zr3-1b03a913dc8d,2,3,,Zr3C2F2,A2B2C3,original24,17.711,9.55,-1,0,0,-1,1,-1.0,-0.67,0.0,1C2F2Zr3-1-2--1_0_0_-1-Iz--0.67_-0.33,2,1C2F2Zr3-1,-0.33
C2F2Zr3-1b03a913dc8d-2-1_0_0_1--0.67_-0.33,1C2F2Zr3-1,2.07,Zr6C4F4,30.294,Stable,https://bidb.fysik.dtu.dk/material/1C2F2Zr3-1-2-1_0_0_1--0.67_-0.33,No,,0.0,,,No,p3m1,69,14,C2F2Zr3-1b03a913dc8d,2,3,,Zr3C2F2,A2B2C3,original24,17.582,9.55,1,0,0,1,0,1.0,-0.67,0.0,1C2F2Zr3-1-2-1_0_0_1--0.67_-0.33,1,1C2F2Zr3-1,-0.33
C2O2Nb3-1c8352a388fb-2--1_0_0_-1-Iz--0.33_-0.67,1C2O2Nb3-1,2.243,Nb6C4O4,44.647,Stable,https://bidb.fysik.dtu.dk/material/1C2O2Nb3-1-2--1_0_0_-1-Iz--0.33_-0.67,No,,0.0,,,Yes,p-3m1,72,14,C2O2Nb3-1c8352a388fb,2,3,,Nb3C2O2,A2B2C3,original24,16.668,8.531,-1,0,0,-1,1,-1.0,-0.33,0.0,1C2O2Nb3-1-2--1_0_0_-1-Iz--0.33_-0.67,1,1C2O2Nb3-1,-0.67
C2O2Nb3-1c8352a388fb-2--1_0_0_-1-Iz--0.67_-0.33,1C2O2Nb3-1,2.433,Nb6C4O4,37.62,Unverified,https://bidb.fysik.dtu.dk/material/1C2O2Nb3-1-2--1_0_0_-1-Iz--0.67_-0.33,No,,0.0,,,Yes,p-3m1,72,14,C2O2Nb3-1c8352a388fb,2,3,,Nb3C2O2,A2B2C3,original24,16.859,8.531,-1,0,0,-1,1,-1.0,-0.67,0.0,1C2O2Nb3-1-2--1_0_0_-1-Iz--0.67_-0.33,2,1C2O2Nb3-1,-0.33
