Band gap,j_twist_angle,j_num_atoms,j_max_strain,j_interlayer_distance,mono_name1,mono_name2,mat_name,l_a,l_b,l_c,l_alpha,l_beta,l_gamma
0.513,0.043,139,0.777,8.311,1WTe2-1,2InTe-1,1W25In32Te82-1,17.496692775583387,17.49671513616064,27.192498992245863,90.0,90.0,119.99992415285628
1.61,-0.03,222,0.741,6.946,1WS2-1,1CaI2-1,1Ca25W49I50S98-1,22.248279106019353,22.248455850787987,24.724997416597915,90.0,90.0,119.99946806903009
0.77,0.605,223,0.953,7.12,2ClPt-1,1PbBr2-1,1Pb25Br50Cl74Pt74-1,21.955596756370213,21.956659931102642,25.61380002783828,90.0,90.0,119.99382254063991
2.287,4.95,114,0.287,4.568,1BN-1,2HSi-1,1H26Si26B31N31-1,13.980072786899722,13.980076549205776,21.729453338391934,90.0,90.0,119.99996053185224
1.37,4.95,114,0.245,6.085,1BN-1,2InS-1,1In26S26B31N31-1,13.98184292073901,13.981862644586414,23.161351942537976,90.0,90.0,119.99994158317723
1.357,4.948,114,0.375,6.086,1BN-1,2InS-2,1In26S26B31N31-2,13.982271581858516,13.98229374394725,23.163893133072598,90.0,90.0,119.99994712118689
0.796,0.729,159,0.864,6.96,1ZnI2-1,1PbBr2-1,1Zn26Pb27I52Br54-1,13.227216353368757,34.46379100074357,24.65875475300686,90.0,90.0,94.03280934107381
0.628,13.898,87,0.036,6.887,1MoS2-1,1MoTe2-1,1Te26Mo29S32-1,12.668263784714517,12.668279377868295,24.759462241805743,90.0,90.0,119.99995351429473
0.59,13.898,87,0.134,6.907,1WS2-1,1WTe2-1,1Te26W29S32-1,12.686196226109825,12.686206960747889,24.79471699073144,90.0,90.0,119.99997073625866
0.175,10.893,193,0.027,6.161,2HSi-1,1AsBrTe-1,1As27Br27Te27H56Si56-1,20.5705028837566,20.57050288210601,25.054973642346578,90.0,90.0,119.99999447785488
0.009,21.052,205,0.117,6.049,2HSi-1,1ClSbTe-1,1Cl27Sb27Te27H62Si62-1,21.675726836695766,21.675737040007004,25.062715338064336,90.0,90.0,119.99998442186472
1.273,10.893,220,0.207,6.96,2HSi-1,2GaSe-1,2H27Si27Ga28Se28-1,20.163785868210052,20.16380437193005,26.540715789647994,90.0,90.0,119.999969649962
1.21,10.894,220,0.027,6.949,2HSi-1,2GaSe-2,2H27Si27Ga28Se28-2,20.20000879622972,20.200076091209635,26.514305498871444,90.0,90.0,119.99947821439
1.288,21.052,232,0.113,6.837,2HSi-1,2GaS-2,2H27Si27Ga31S31-1,20.228080204694837,20.228175569940753,26.36828097021614,90.0,90.0,119.99964494431148
1.342,21.052,232,0.025,6.843,2HSi-1,2GaS-1,2H27Si27Ga31S31-2,20.2002552637845,20.20025511818877,26.381198567287576,90.0,90.0,120.00001400263847
0.277,21.052,174,0.26,6.56,1HfSe2-1,1ClSbSe-1,1Cl27Sb27Hf31Se89-1,20.877073894810593,20.877090903989536,24.428272959232167,90.0,90.0,119.9986187820895
0.142,21.051,174,0.365,6.262,1PtSe2-1,1ClSbSe-1,1Cl27Sb27Pt31Se89-1,20.747359736776954,20.748086303977768,23.915552688974522,90.0,90.0,119.99764400618452
0.82,21.052,232,0.097,9.01,2InTe-1,2InSe-1,2Te27Se31In58-1,22.53217663155272,22.53218160734656,28.904726925383265,90.0,90.0,119.99999268442853
1.201,4.715,192,0.138,6.513,1MoSe2-1,1CdCl2-1,1Cd27Mo37Cl54Se74-1,20.0548726467241,20.054931534406688,24.249109156361516,90.0,90.0,119.9963450504664
0.819,4.714,192,0.198,6.527,1WSe2-1,1CdCl2-1,1Cd27W37Cl54Se74-1,20.04282926957017,20.04285633619563,24.272978140582723,90.0,90.0,119.9954034444191
1.405,6.589,157,0.665,6.167,1MoSe2-1,2HSi-1,1Mo27H38Si38Se54-1,17.06210416273423,17.062186462163872,25.077425334254606,90.0,90.0,119.99963584313342
0.726,6.586,157,0.594,7.608,1MoSe2-1,2InS-1,1Mo27In38S38Se54-1,17.045252423907286,17.045301912209855,26.50932393840065,90.0,90.0,119.99986119839849
0.7,6.584,157,0.601,7.602,1MoSe2-1,2InS-2,1Mo27In38S38Se54-2,17.06897511505783,17.069028281295125,26.511865128935273,90.0,90.0,119.99975826449422
1.263,6.59,157,0.638,6.166,1WSe2-1,2HSi-1,1W27H38Si38Se54-1,17.05764789219189,17.05766026110626,25.101294318475816,90.0,90.0,119.99989399739911
0.376,6.586,157,0.578,7.631,1WSe2-1,2InS-1,1W27In38S38Se54-1,17.042349510802442,17.042421356411598,26.533192922621858,90.0,90.0,119.99960414701829
0.358,6.583,157,0.571,7.633,1WSe2-1,2InS-2,1W27In38S38Se54-2,17.064020935799505,17.064072116412042,26.53573411315648,90.0,90.0,119.99979148359117
0.28,10.893,193,0.15,8.05,2InTe-1,1PbBr2-1,1Pb27Br54In56Te56-1,23.002238560513597,23.00225396596411,26.939605556432912,90.0,90.0,119.99997785746396
0.505,11.516,213,0.417,6.724,1PtSe2-1,1PbI2-1,1Pb28Pt43I56Se86-1,24.372844987447674,24.37298107131145,24.45256898842395,90.0,90.0,119.99931074445145
0.171,30.0,24,0.299,7.838,2InTe-1,1AsClSe-1,2As2Cl2Se2In3Te3-1,7.495617701269556,7.495627401592186,26.645935785968213,90.0,90.0,119.99995713753846
1.303,30.0,10,0.118,6.446,1BN-1,2InTe-1,1In2Te2B3N3-1,4.345612527593034,4.345614709879968,23.54889426648476,90.0,90.0,120.00005252915054
1.249,29.999,24,0.762,6.894,1MoS2-1,2ClPt-1,2Mo2Cl3Pt3S4-1,6.286089575647253,6.286284092133509,25.35760583128963,90.0,90.0,119.99616017310184
0.572,30.0,24,0.222,8.057,1MoTe2-1,2InSe-1,2Mo2In3Se3Te4-1,7.01810374086165,7.018171351947638,26.98077780730475,90.0,90.0,119.99944675725186
1.113,29.999,24,0.92,6.9,1WS2-1,2ClPt-1,2W2Cl3Pt3S4-1,6.296400042649825,6.296416227157621,25.374201002860467,90.0,90.0,119.99704181864966
0.261,30.0,24,0.218,8.056,1WTe2-1,2InSe-1,2W2In3Se3Te4-1,7.017930440997034,7.01794238895273,26.99943738465961,90.0,90.0,119.99977968004497
1.596,30.0,24,0.317,7.257,1MoS2-1,2GaS-2,2Mo2Ga3S7-1,6.319519028466788,6.319515381642551,25.7733447252237,90.0,90.0,119.99867179396028
1.63,30.0,24,0.476,7.264,1MoS2-1,2GaS-1,2Mo2Ga3S7-2,6.311887728495457,6.311983794758504,25.786262322295137,90.0,90.0,119.99615270541508
1.372,30.0,24,0.03,7.556,1MoSe2-1,2GaSe-1,2Mo2Ga3Se7-1,6.588497488961222,6.588497516786223,26.159234447118738,90.0,90.0,119.99983028714337
1.326,30.0,24,0.187,7.54,1MoSe2-1,2GaSe-2,2Mo2Ga3Se7-2,6.597941603522964,6.597979897876248,26.132824156342185,90.0,90.0,119.99951987283741
1.522,30.0,24,0.491,7.281,1WS2-1,2GaS-2,2W2Ga3S7-1,6.330609348367868,6.330619022015946,25.789939896794543,90.0,90.0,119.9995796035471
1.576,30.0,24,0.651,7.288,1WS2-1,2GaS-1,2W2Ga3S7-2,6.322958921535722,6.32315413384353,25.80285749386598,90.0,90.0,119.99841037186296
1.045,30.0,24,0.009,7.56,1WSe2-1,2GaSe-1,2W2Ga3Se7-1,6.585954026751934,6.585961146550185,26.183103431339944,90.0,90.0,119.99996435464817
0.983,30.0,24,0.244,7.547,1WSe2-1,2GaSe-2,2W2Ga3Se7-2,6.59415547453079,6.594214377312463,26.15669314056339,90.0,90.0,119.9995829926838
0.26,13.895,38,0.767,5.481,2C-1,1CaI2-1,2Ca2I4C13-1,8.896988246820714,8.897004609700444,21.573885183881035,90.0,90.0,119.99982958984523
0.0,13.898,38,0.261,5.207,2C-1,1PbBr2-1,2Pb2Br4C13-1,8.889998047713858,8.89000319211486,21.39071132220161,90.0,90.0,119.99989737605544
0.092,13.897,64,0.313,6.158,2CH-1,1PbI2-1,2Pb2I4C13H13-1,9.145236781512788,9.145247362308472,24.4785194959747,90.0,90.0,119.99915961266396
0.001,19.107,26,0.753,5.193,2C-1,1MoSe2-1,2Mo2Se4C7-1,6.540678987332496,6.540717388404233,21.347972028116132,90.0,90.0,119.99933123841798
0.001,19.107,26,0.676,5.19,2C-1,1WSe2-1,2W2Se4C7-1,6.540770917407292,6.5408095745995265,21.37184101233734,90.0,90.0,119.99923613941408
0.0,10.892,23,0.707,4.976,2C-1,1AsClSe-1,1As3Cl3Se3C14-1,6.51767895671576,6.517722622485865,21.097041551736908,90.0,90.0,119.99956312065439
0.0,30.001,21,0.822,6.974,1MoTe2-1,1ClSbSe-1,1Cl3Sb3Se3Mo4Te8-1,6.997341697303475,6.997738527849492,24.887148128505025,90.0,90.0,119.99606435631759
0.0,30.001,21,0.842,6.942,1WTe2-1,1ClSbSe-1,1Cl3Sb3Se3W4Te8-1,6.999409081876799,6.999412028331608,24.905807705859885,90.0,90.0,120.00001293488661
0.738,29.997,25,0.915,7.181,2ClPt-1,1BrSbTe-1,1Br3Sb3Te3Cl8Pt8-1,7.223834670164206,7.224397412980957,25.745283297026383,90.0,90.0,119.99519295164997
0.0,10.892,26,0.771,5.939,2C-1,2GaSe-1,2Ga3Se3C7-1,6.535682175583378,6.53570730554046,22.81126248350952,90.0,90.0,119.99940918419468
0.334,10.893,40,0.267,6.631,2CH-1,2InS-1,2In3S3C7H7-1,6.715207025046952,6.715313486359282,25.840652158964463,90.0,90.0,119.99875145069667
0.324,10.893,40,0.397,6.627,2CH-1,2InS-2,2In3S3C7H7-2,6.715315823261711,6.7154939501690745,25.843193349499085,90.0,90.0,119.99883949965708
0.492,29.998,25,0.312,6.964,2ClPt-1,1ClSbTe-1,1Sb3Te3Pt8Cl11-1,7.211154313648572,7.211718830122823,25.556350737562532,90.0,90.0,119.99544548848486
0.259,30.0,21,0.752,6.643,1MoSe2-1,1HfSe2-1,1Hf3Mo4Se14-1,6.552697065756156,6.552730145748539,24.514041974996058,90.0,90.0,119.99872784716241
0.0,30.0,21,0.744,6.65,1WSe2-1,1HfSe2-1,1Hf3W4Se14-1,6.552109079455844,6.55216268165697,24.537910959217264,90.0,90.0,119.99813818623574
0.173,30.0,21,0.365,6.619,1MoSe2-1,1ZrSe2-1,1Zr3Mo4Se14-1,6.573432272242707,6.573453626841678,24.521060008601964,90.0,90.0,119.99920063299811
0.0,30.0,21,0.335,6.629,1WSe2-1,1ZrSe2-1,1Zr3W4Se14-1,6.571471796414099,6.571500620605264,24.544928992823174,90.0,90.0,119.99903165907436
0.836,30.001,21,0.931,7.058,1MoTe2-1,1CdBr2-1,1Cd3Mo4Br6Te8-1,6.995533916656825,6.996123695868393,24.809493509523627,90.0,90.0,119.99468491019508
0.5,30.002,21,0.952,7.06,1WTe2-1,1CdBr2-1,1Cd3W4Br6Te8-1,6.997942168555348,6.997942541381514,24.828153086878487,90.0,90.0,119.99992630855536
0.08,30.0,21,0.686,6.041,1MoSe2-1,1WO2-1,1Mo3W4Se6O8-1,5.668229627823383,5.6682413532005835,23.825152988998415,90.0,90.0,119.99995500751706
1.041,30.0,21,0.876,6.16,1WS2-1,1PtSe2-1,1Pt3W4Se6S8-1,6.388272314756467,6.388338859839178,23.804461973846077,90.0,90.0,119.99808490936573
0.0,10.893,23,0.259,5.074,2C-1,1HfSe2-1,1Hf3Se6C14-1,6.520759158317213,6.520784764869316,21.166070011386843,90.0,90.0,119.99974621248172
0.001,10.895,23,0.931,4.773,2C-1,1PtSe2-1,1Pt3Se6C14-1,6.504655613406945,6.504689151053636,20.653349741129198,90.0,90.0,119.99958062161589
0.0,10.893,23,0.308,5.075,2C-1,1ZrSe2-1,1Zr3Se6C14-1,6.529460145388871,6.529474135128292,21.17308804499275,90.0,90.0,119.99964090513262
0.638,10.893,37,0.164,5.473,2CH-1,1CdCl2-1,1Cd3Cl6C14H14-1,6.704894323612197,6.704973408156623,23.580437376925328,90.0,90.0,119.998827917618
1.853,10.893,23,0.708,4.834,1BN-1,1CdCl2-1,1Cd3Cl6B7N7-1,6.646766595276819,6.646840009484842,20.90113716049884,90.0,90.0,119.99430171187718
0.0,30.0,17,0.414,4.332,2C-1,1WO2-1,1W3O6C8-1,4.915596905266777,4.915618603301836,20.4771810253892,90.0,90.0,119.9993608327809
1.249,30.0,25,0.232,6.531,2HSi-1,1SnI2-1,1Sn3I6H8Si8-1,7.785015195862254,7.785059834582228,25.48015174753165,90.0,90.0,119.99948772914043
0.85,19.107,33,0.393,6.697,1MoS2-1,1BrSbTe-1,1Br4Sb4Te4Mo7S14-1,8.38544306810451,8.385518439138265,24.656711652535755,90.0,90.0,119.99909567423414
0.505,19.107,33,0.188,6.713,1WS2-1,1BrSbTe-1,1Br4Sb4Te4W7S14-1,8.402730502226252,8.40273093568485,24.673306824106596,90.0,90.0,119.99993951088723
1.166,19.107,33,0.221,6.727,1MoS2-1,1ClSbTe-1,1Cl4Sb4Te4Mo7S14-1,8.370871550234959,8.370899174995358,24.467779093071897,90.0,90.0,119.99719482574938
0.237,19.107,33,0.431,6.503,1WS2-1,1ClSbTe-1,1Cl4Sb4Te4W7S14-1,8.38871064078258,8.38872759798567,24.48437426464274,90.0,90.0,119.99993501194635
1.35,0.0,30,0.623,5.061,1BN-1,1AsClSe-1,1As4Cl4Se4B9N9-1,7.5197913997022265,7.519790831030954,21.09704151948345,90.0,90.0,119.99998269219557
1.317,19.106,26,0.533,5.125,1BN-1,1MoSe2-1,1Mo4B7N7Se8-1,6.625451511010123,6.625448798431068,21.347971995862675,90.0,90.0,119.9999869060284
1.262,19.106,26,0.568,5.157,1BN-1,1WSe2-1,1W4B7N7Se8-1,6.622718867630971,6.622726050623101,21.37184098008388,90.0,90.0,119.99992875737142
1.658,19.107,33,0.427,6.842,1MoS2-1,1MgI2-1,1Mg4Mo7I8S14-1,8.367136697274024,8.367200149735208,24.507275263934652,90.0,90.0,119.99905688263219
1.642,19.107,33,0.648,6.86,1WS2-1,1MgI2-1,1Mg4W7I8S14-1,8.385453931430602,8.385532669970738,24.52387043550549,90.0,90.0,119.99870512310096
3.012,13.9,38,0.841,5.569,1BN-1,1CaI2-1,1Ca4I8B13N13-1,9.041072849032126,9.041090516465724,21.57388515162758,90.0,90.0,119.99978116140178
1.879,13.898,38,0.384,5.594,1BN-1,1SnI2-1,1Sn4I8B13N13-1,9.044839901999227,9.044838902600528,21.750698409139716,90.0,90.0,120.00001162282851
0.307,0.001,30,0.188,5.079,1BN-1,1HfSe2-1,1Hf4Se8B9N9-1,7.5243083801677235,7.524308713453845,21.166069979133383,90.0,90.0,119.99998858666662
1.17,0.0,30,0.836,4.787,1BN-1,1PtSe2-1,1Pt4Se8B9N9-1,7.5036846773595665,7.503851128806207,20.653349708875737,90.0,90.0,119.99912475770965
0.142,0.0,30,0.36,5.078,1BN-1,1ZrSe2-1,1Zr4Se8B9N9-1,7.535641690409491,7.535641631453119,21.173088012739292,90.0,90.0,119.9999607623504
1.367,23.528,153,0.989,6.924,1MoSe2-1,1ZnI2-1,3Zn6Mo11I12Se22-1,15.098951851099853,20.59490061738728,24.61601545892138,90.0,90.0,92.97576314038669
1.19,16.102,88,0.643,6.125,2HSi-1,1CdBr2-1,2Cd6Br12H13Si13-1,13.952883116294496,13.952878980625231,24.914001699509313,90.0,90.0,119.99829989356314
0.524,6.587,112,0.442,5.585,1MoS2-1,2CH-1,2Mo6S12C19H19-1,11.015059431856878,11.015418954539285,23.813817309825986,90.0,90.0,119.99800869859472
0.872,6.587,112,0.281,5.578,1WS2-1,2CH-1,2W6S12C19H19-1,11.026616285559165,11.027030904510676,23.830412481396827,90.0,90.0,119.99819465898511
0.259,21.054,98,0.856,5.101,2C-1,1CdBr2-1,2Cd6Br12C31-1,13.745347100379064,13.74541578359102,21.18454839337084,90.0,90.0,119.9996787353649
1.211,16.1,88,0.251,6.932,2ClPt-1,1AsClSe-1,2As6Se6Pt13Cl19-1,12.974831523229433,12.975896494294663,25.320130257373577,90.0,90.0,119.99476874047251
0.0,16.102,88,0.55,6.063,2HSi-1,1ClSbSe-1,2Cl6Sb6Se6H13Si13-1,13.958276727383238,13.958293312122358,24.99165631849072,90.0,90.0,119.99907189217993
0.257,21.052,98,0.137,5.33,2C-1,1AsBrTe-1,2As6Br6Te6C31-1,13.728606888014971,13.728613761851308,21.325520336208104,90.0,90.0,119.99997072112339
0.055,21.06,98,0.962,5.123,2C-1,1ClSbSe-1,2Cl6Sb6Se6C31-1,13.74831032678437,13.748401533361463,21.26220301235224,90.0,90.0,119.99952266748396
1.715,10.893,26,0.635,5.907,1BN-1,2GaSe-1,1Ga6Se6B7N7-1,6.628295787155685,6.628306610866089,22.811262451256063,90.0,90.0,119.99993302050522
1.631,10.893,26,0.355,5.901,1BN-1,2GaSe-2,1Ga6Se6B7N7-2,6.63368536822258,6.633692426114433,22.78485216047951,90.0,90.0,119.99982243577307
0.0,30.0,21,0.611,6.043,1WSe2-1,1WO2-1,1Se6W7O8-1,5.6682006941292755,5.668207132950719,23.849021973219624,90.0,90.0,119.9999688592543
0.83,10.892,57,0.975,7.072,1WSe2-1,1GeI2-1,1Ge7W12I14Se24-1,11.376693840003774,11.376707032696435,24.888720586023595,90.0,90.0,119.99989865456729
0.01,10.893,57,0.245,7.485,1MoTe2-1,1PbI2-1,1Pb7Mo12I14Te24-1,12.165281246806376,12.165528039009374,25.42416442795446,90.0,90.0,119.99873095182765
0.018,10.893,57,0.231,7.492,1WTe2-1,1PbI2-1,1Pb7W12I14Te24-1,12.163939264835486,12.16398057999242,25.44282400530932,90.0,90.0,119.99963245074497
1.374,5.209,60,0.139,7.113,1MoSe2-1,1CaI2-1,1Ca7Mo13I14Se26-1,11.877211690684511,11.877208730488732,24.921857147490254,90.0,90.0,119.99993884701375
1.277,5.209,60,0.079,7.133,1WSe2-1,1CaI2-1,1Ca7W13I14Se26-1,11.869962980840622,11.869994149785251,24.94572613171146,90.0,90.0,119.99887710586852
0.0,5.21,60,0.985,6.833,1WSe2-1,1PbBr2-1,1Pb7W13Br14Se26-1,11.844989798884125,11.845006856762616,24.762552270032035,90.0,90.0,119.99997124445774
1.245,5.209,60,0.266,7.149,1MoSe2-1,1SnI2-1,1Sn7Mo13I14Se26-1,11.887801853587087,11.88835667357056,25.098670405002395,90.0,90.0,119.99797370362512
0.883,5.209,60,0.331,7.172,1WSe2-1,1SnI2-1,1Sn7W13I14Se26-1,11.8800194496196,11.880019169873062,25.122539389223597,90.0,90.0,119.9999691350594
0.257,19.106,57,0.371,6.203,2HSi-1,1PbBr2-1,1Pb7Br14H18Si18-1,11.686172825287771,11.686255058559523,25.12016462834009,90.0,90.0,119.99932782361587
3.204,4.301,59,0.676,5.344,1BN-1,1MgI2-1,1Mg7I14B19N19-1,10.947275516098118,10.947272231781321,21.372758170535153,90.0,90.0,119.99935964448503
0.939,10.893,69,0.465,5.767,1MoSe2-1,2CH-1,1Mo7Se14C24H24-1,8.75817119423591,8.758473575856037,24.027272212289162,90.0,90.0,119.9971298359563
1.247,10.893,69,0.491,5.769,1WSe2-1,2CH-1,1W7Se14C24H24-1,8.753720256379882,8.754066749051187,24.051141196510372,90.0,90.0,119.99677066158
0.238,4.305,66,0.42,6.184,2C-1,2InSe-1,2In7Se7C19-1,10.741547488886752,10.741590095558598,23.355832691151967,90.0,90.0,119.99980064112597
1.35,4.298,59,0.885,5.343,1BN-1,1ClSbTe-1,1Cl7Sb7Te7B19N19-1,10.951602985045625,10.951599583581665,21.333261999672402,90.0,90.0,119.99998387399197
0.335,19.107,48,0.173,6.427,1PtSe2-1,1BrSbTe-1,1Br7Sb7Te7Pt9Se18-1,11.155881371069622,11.155885818356683,24.175544268011997,90.0,90.0,119.99992065903216
0.073,19.105,48,0.746,6.236,1PtSe2-1,1ClSbTe-1,1Cl7Sb7Te7Pt9Se18-1,11.131838217630618,11.131855208196397,23.98661170854814,90.0,90.0,119.99971654447734
0.0,19.107,48,0.454,7.06,1MoTe2-1,1AsBrTe-1,1As7Br7Mo9Te25-1,10.51813778179271,10.518375780845604,24.95046545236089,90.0,90.0,119.99805546601328
0.0,19.106,48,0.457,7.069,1WTe2-1,1AsBrTe-1,1As7Br7W9Te25-1,10.5188613078775,10.518858801916517,24.969125029715748,90.0,90.0,119.99992139522796
0.891,19.107,48,0.003,6.642,1MoSe2-1,1AsClSe-1,1As7Cl7Mo9Se25-1,9.885921551594608,9.885921552473924,24.445013515346126,90.0,90.0,120.00001362440287
0.53,19.107,48,0.059,6.649,1WSe2-1,1AsClSe-1,1As7Cl7W9Se25-1,9.880448803679698,9.880454472496755,24.468882499567336,90.0,90.0,119.99991957894265
1.236,19.105,64,0.697,8.064,2ClPt-1,2InSe-1,2In7Se7Cl9Pt9-1,10.7699814136459,10.770735614327808,27.578921396788637,90.0,90.0,119.99637952734912
1.085,19.107,37,0.294,8.007,1MoSe2-1,2InTe-1,1Mo7In8Te8Se14-1,8.706545766967484,8.706542137603426,26.896866262347434,90.0,90.0,120.00003125624967
0.982,19.107,37,0.252,8.019,1WSe2-1,2InTe-1,1W7In8Te8Se14-1,8.702640899642956,8.70265135100012,26.92073524656864,90.0,90.0,119.99805988808201
0.447,19.106,48,0.615,5.82,1WS2-1,1WO2-1,2S7W8O9-1,8.450193913615468,8.450191228679516,23.62829325810608,90.0,90.0,119.99992968005726
0.719,19.105,48,0.81,5.819,1MoS2-1,1WO2-1,1Mo7W9S14O18-1,8.443329941587375,8.443613001110222,23.611698086535238,90.0,90.0,119.99605637055146
0.965,19.107,48,0.208,6.316,1MoSe2-1,1PtSe2-1,1Pt7Mo9Se32-1,9.865133904959382,9.865133482096008,24.001321704738412,90.0,90.0,119.99997994213756
0.686,19.107,48,0.17,6.328,1WSe2-1,1PtSe2-1,1Pt7W9Se32-1,9.861387935420991,9.86138979790425,24.025190688959622,90.0,90.0,119.99983810029977
0.588,19.107,39,0.343,4.287,1BN-1,1WO2-1,1W7B9N9O14-1,7.5034254911958245,7.5034452213039975,20.47718099313574,90.0,90.0,119.99916109768876
0.845,13.897,100,0.798,7.061,1MoSe2-1,2ClPt-1,2Mo8Cl13Pt13Se16-1,13.0753627301767,13.075913146533596,25.571060733752805,90.0,90.0,119.99851295726461
1.273,13.898,100,0.288,7.429,1MoSe2-1,2GaS-2,2Mo8Ga13S13Se16-1,13.151638637587405,13.151662145237719,25.986799627686878,90.0,90.0,119.99938135143087
1.335,13.898,100,0.433,7.438,1MoSe2-1,2GaS-1,2Mo8Ga13S13Se16-2,13.133885131087343,13.134280344954535,25.999717224758314,90.0,90.0,119.99880555357254
0.983,13.898,100,0.139,6.488,1MoTe2-1,2HSi-1,2Mo8H13Si13Te16-1,14.039752561172266,14.039753902651212,25.354398486798175,90.0,90.0,119.99986675998952
0.382,13.898,100,0.153,7.914,1MoTe2-1,2InS-1,2Mo8In13S13Te16-1,14.037685314766803,14.037683709756871,26.78629709094422,90.0,90.0,119.99998708954186
0.365,13.898,100,0.087,7.912,1MoTe2-1,2InS-2,2Mo8In13S13Te16-2,14.047018596864987,14.047034840216922,26.788838281478842,90.0,90.0,119.99993788842008
0.493,13.897,100,0.718,7.068,1WSe2-1,2ClPt-1,2W8Cl13Pt13Se16-1,13.075994904240748,13.07649284333244,25.59492971797401,90.0,90.0,119.99802455328296
0.918,13.898,100,0.257,7.449,1WSe2-1,2GaS-2,2W8Ga13S13Se16-1,13.147551803800129,13.147573996428306,26.010668611908088,90.0,90.0,119.99932219217298
0.971,13.898,100,0.411,7.455,1WSe2-1,2GaS-1,2W8Ga13S13Se16-2,13.13104402744574,13.131386702709735,26.023586208979523,90.0,90.0,119.99886016645372
0.819,13.898,100,0.157,6.487,1WTe2-1,2HSi-1,2W8H13Si13Te16-1,14.04220932002845,14.042228304161217,25.373058064153035,90.0,90.0,119.99990437737527
0.063,13.898,100,0.14,7.923,1WTe2-1,2InS-1,2W8In13S13Te16-1,14.035749795263603,14.035749688300324,26.80495666829908,90.0,90.0,119.99993195242747
0.044,13.898,100,0.073,7.922,1WTe2-1,2InS-2,2W8In13S13Te16-2,14.045079134324167,14.045091554979468,26.8074978588337,90.0,90.0,119.99995543016021
1.406,23.413,124,0.322,6.431,2HSi-1,1GeI2-1,2Ge8I16H19Si19-1,16.979366748966672,16.979743139195396,25.246332944331648,90.0,90.0,119.99927462327126
0.0,16.103,126,0.331,4.867,2C-1,1CdCl2-1,2Cd8Cl16C39-1,15.408029405975896,15.408534801956165,20.9011371927523,90.0,90.0,119.99846201756637
0.165,13.898,100,0.056,7.817,2InTe-1,1AsClTe-1,2As8Cl8In13Te21-1,15.64123475960463,15.641234762132225,26.71718001590294,90.0,90.0,119.99999352839167
1.166,23.413,124,0.334,7.142,2ClPt-1,1AsClTe-1,2As8Te8Pt19Cl27-1,15.68304380525741,15.683649725757975,25.391374487308312,90.0,90.0,119.99474964311842
0.93,23.407,124,0.608,7.176,2ClPt-1,1AsBrTe-1,2As8Br8Te8Cl19Pt19-1,15.73485330316595,15.734897665484562,25.548609041844774,90.0,90.0,119.9940376799884
0.055,23.413,124,0.397,6.249,2HSi-1,1BrSbTe-1,2Br8Sb8Te8H19Si19-1,16.903456213365015,16.903468983852708,25.251647897528194,90.0,90.0,119.99874096927971
1.343,13.9,66,0.767,6.739,1MoSe2-1,1CdBr2-1,1Cd9Mo13Br18Se26-1,11.914518147320312,11.914531744308011,24.532520356980058,90.0,90.0,119.99997180872984
1.077,13.9,66,0.846,6.754,1WSe2-1,1CdBr2-1,1Cd9W13Br18Se26-1,11.904931300232759,11.904942822037022,24.556389341201267,90.0,90.0,119.99996950624744
1.568,13.902,66,0.998,6.357,1WS2-1,1CdCl2-1,1Cd9W13Cl18S26-1,11.478442096970765,11.48110762107121,24.052249425469178,90.0,90.0,119.98986509171873
0.955,13.895,66,0.59,7.366,1MoTe2-1,1GeI2-1,1Ge9Mo13I18Te26-1,12.700298575813823,12.700775752855838,25.14182475434596,90.0,90.0,119.99776106649338
0.632,13.897,66,0.631,7.376,1WTe2-1,1GeI2-1,1Ge9W13I18Te26-1,12.6950184762525,12.695038238466054,25.160484331700815,90.0,90.0,119.99993246814992
0.391,13.895,66,0.825,6.484,1MoS2-1,1HfSe2-1,1Hf9Mo13Se18S26-1,11.35713101059821,11.357422108742938,24.300587072532878,90.0,90.0,119.99633801296447
1.004,13.891,66,0.982,7.355,1MoTe2-1,1MgI2-1,1Mg9Mo13I18Te26-1,12.619384355475631,12.61939857734345,24.997703318941397,90.0,90.0,119.99638705324999
0.239,13.899,66,0.399,6.467,1MoS2-1,1ZrSe2-1,1Zr9Mo13Se18S26-1,11.38897410837162,11.38910821868715,24.307605106138787,90.0,90.0,119.99709688966368
0.261,13.897,66,0.579,6.473,1WS2-1,1ZrSe2-1,1Zr9W13Se18S26-1,11.409912751913774,11.409920078290105,24.32420027770963,90.0,90.0,119.99997823523802
1.478,-0.007,75,0.714,6.864,1MoS2-1,1GeI2-1,1Ge9Mo16I18S32-1,12.68427173212965,12.68453457543927,24.65139669933921,90.0,90.0,119.99930780011766
1.613,0.0,75,0.504,6.89,1WS2-1,1GeI2-1,1Ge9W16I18S32-1,12.711187541850592,12.711193632102448,24.66799187091005,90.0,90.0,120.00000479950859
0.307,0.008,75,0.722,6.824,1MoSe2-1,1PbBr2-1,1Pb9Mo16Br18Se32-1,13.204132624285688,13.204183715904449,24.738683285810826,90.0,90.0,119.99981932097252
1.029,23.413,84,0.236,6.983,1MoS2-1,1PbI2-1,1Pb9I18Mo19S38-1,13.793231468271424,13.793363113885015,24.933736372947713,90.0,90.0,119.99936384533785
0.717,23.416,84,0.461,7.008,1WS2-1,1PbI2-1,1Pb9I18W19S38-1,13.824306971606841,13.824309074054396,24.950331544518548,90.0,90.0,119.99991849551961
